source,provenance,bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,owner,doc_id,source_url,natural_key_hash
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-25,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=C"" TARGET=""_BLANK"">C</A>",Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",8000.5,Child,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,582612ff03783db989c4471b374af74b80e81f3326ce7f5b40d84a7c6f6e684c
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-25,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=HPQ"" TARGET=""_BLANK"">HPQ</A>",HP Inc.,Stock,Purchase,"$1,001 - $15,000",8000.5,Child,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,98b332d32ec5f7a1eceb31111bf9ab2e75008ae4b8f3ffb3043e7314557b3615
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-25,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BTO"" TARGET=""_BLANK"">BTO</A>",John Hancock Financial Opportunities Fund,Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,f03dc5f8d4fe80d70f5eab68b897d88089f6db0c4b9b708b3997460f7b3b865c
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-13,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BMY"" TARGET=""_BLANK"">BMY</A>",Bristol-Myers Squibb Company,Stock,Sale (Partial),"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,fc54a8ba395e250ead4dce5e1021ce6b90436a6883294341816dc4066cf55900
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=GS"" TARGET=""_BLANK"">GS</A>","The Goldman Sachs Group, Inc.",Stock,Purchase,"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,4c598f184e76ecc63772387965d101b99ef0a15ea5da6ed8dc09381df1b790a1
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=COF"" TARGET=""_BLANK"">COF</A>",Capital One Financial Corporation,Stock,Purchase,"$15,001 - $50,000",32500.5,Self,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,9db10859baf10deec212f8f726e51689bf77d0234d76c51b9830931b09afe608
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=SBUX"" TARGET=""_BLANK"">SBUX</A>",Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,f19937aa274f6d166c664e3e6d2eab9c0b0dc6e744260607071fc4c4c424eae4
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=TSLA"" TARGET=""_BLANK"">TSLA</A>","Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,b1db0a92e93508629e07b12d9c27a26c98ad3ddc26eda22c1745a1f16c81d1df
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=JCI"" TARGET=""_BLANK"">JCI</A>",Johnson Controls International plc,Stock,Purchase,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,2f8ca9ede320a641d13722674163f5fcbe4f659c5bcb90ffe36f8310e9062e61
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2017-07-28,2017-08-18,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=CSCO"" TARGET=""_BLANK"">CSCO</A>","Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/57d23801-d886-410f-972c-e6f46209e9c5/,0996d82dc8a249fabbd5f3f5aa449a6432cd82478d30680c34a67eb41b6b61e5
senate,openset,R000605,Mike Rounds,senate,Republican,,"['Commission on Security and Cooperation in Europe', 'SSAP01', 'SSAP08', 'SSAP17', 'SSAP18', 'SSAP19', 'SSAP22', 'SSAS16', 'SSAS20', 'SSAS21', 'SSBK04', 'SSBK09', 'SSBK12', 'Senate Committee on Appropriations', 'Senate Committee on Armed Services', 'Senate Committee on Banking, Housing, and Urban Affairs', 'Senate Committee on Indian Affairs', 'Senate Select Committee on Intelligence']",True,2017-07-18,2017-08-13,,"Bird Dog Hospitality IV, LLC <div class=""text-muted""> <em>Company:</em> Bird Dog Hospitality IV, LLC &nbsp;(Sioux Falls, SD) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Hospitality Property</div>",Non-Public Stock,Purchase,"$50,001 - $100,000",75000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/2caaacb0-a481-4259-99f6-82650268df41/,7264cb5c3a12a2c3436e47312d95870bc4ee4108b09880e032f04bc9445ce50c
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2016-11-16,2017-08-10,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=LW"" TARGET=""_BLANK"">LW</A>","Lamb Weston Holdings, Inc.",Stock,Exchange,"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/c51b359d-6dda-4e92-b563-f06ac805fc8a/,425ce6150dea8d7082c3956f73b27d7d53e0c19bf29fcf831e269ea46a5a7390
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2016-07-05,2017-08-10,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=FTV"" TARGET=""_BLANK"">FTV</A>",Fortive Corporation,Stock,Exchange,"$1,001 - $15,000",8000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/c51b359d-6dda-4e92-b563-f06ac805fc8a/,245673fc25c63dfdbe65fb34a03278525876d9394d83ca738f09cf830405e3cf
senate,openset,W000802,Sheldon Whitehouse,senate,Democrat,,"['Commission on Security and Cooperation in Europe', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'SSFI10', 'SSFI11', 'SSFI13', 'SSJU04', 'SSJU21', 'SSJU25', 'SSJU26', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on the Budget', 'Senate Committee on the Judiciary', 'United States Senate Caucus on International Narcotics Control']",True,2016-02-03,2017-08-10,,"General Electric Cap Corp <div class=""text-muted""><em>Rate/Coupon:</em> 6.375%<br> <em>Matures:</em> 01/15/2067</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/c51b359d-6dda-4e92-b563-f06ac805fc8a/,f2653678c5207dad3defdd3911f91f636cc7fe6e6885514af1ba5910cc2b3bc0
senate,openset,H001061,John Hoeven,senate,Republican,,"['SSAF14', 'SSAF16', 'SSAF17', 'SSAP01', 'SSAP02', 'SSAP17', 'SSAP19', 'SSAP22', 'SSAP24', 'SSEG01', 'SSEG07', 'Senate Committee on Agriculture, Nutrition, and Forestry', 'Senate Committee on Appropriations', 'Senate Committee on Energy and Natural Resources', 'Senate Committee on Indian Affairs']",False,2017-07-26,2017-08-07,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=DPS"" TARGET=""_BLANK"">DPS</A>","Dr Pepper Snapple Group, Inc.",Stock,Purchase,"$100,001 - $250,000",175000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/b4c4c270-f5ff-4e95-b282-eda2b77ee0e9/,b08a3a68653997f458c71cf1b33dd2f4c41d13974df5e49c490c3ba346729845
senate,openset,I000024,James M Inhofe,senate,Republican,,[],False,2017-08-04,2017-08-07,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=FLR"" TARGET=""_BLANK"">FLR</A>",Fluor Corporation,Stock,Sale (Full),"$50,001 - $100,000",75000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/f8a5d22f-e53b-44c2-9369-8b8127294410/,baf3d77fc417a4f646d1ddabc8a466fd519fc97604aff8ce0df91bc9428de16f
senate,openset,I000024,James M Inhofe,senate,Republican,,[],False,2017-07-26,2017-08-07,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=GE"" TARGET=""_BLANK"">GE</A>",General Electric Company,Stock,Sale (Partial),"$15,001 - $50,000",32500.5,Self,,https://efdsearch.senate.gov/search/view/ptr/f8a5d22f-e53b-44c2-9369-8b8127294410/,7264ac99da62a33f0d0442a14581752323cc4dc947ec5ec2cc46014517371c60
senate,openset,I000024,James M Inhofe,senate,Republican,,[],False,2017-07-20,2017-08-07,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=MSFT"" TARGET=""_BLANK"">MSFT</A>",Microsoft Corporation,Stock,Purchase,"$50,001 - $100,000",75000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/f8a5d22f-e53b-44c2-9369-8b8127294410/,35635bc68471c2ac14265456e571d87a6a78e1b910dba447b5b8afe92c97ef2d
senate,openset,I000024,James M Inhofe,senate,Republican,,[],False,2017-07-07,2017-08-07,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=C"" TARGET=""_BLANK"">C</A>",Citigroup Inc.,Stock,Sale (Partial),"$50,001 - $100,000",75000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/f8a5d22f-e53b-44c2-9369-8b8127294410/,f98475939e634dafcd110e3a277ba5d72573beeaf7c76b953154a977d159685a
senate,openset,C001035,Susan M Collins,senate,Republican,,"['SSAP01', 'SSAP02', 'SSAP08', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP19', 'SSAP20', 'SSAP22', 'SSAP23', 'SSAP24', 'SSHR12', 'Senate Committee on Appropriations', 'Senate Committee on Health, Education, Labor, and Pensions', 'Senate Select Committee on Intelligence']",True,2017-07-18,2017-08-04,,"Portland ME WTR DIST REV 736606CU6 <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 11/01/2023</div>",Municipal Security,Purchase,"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/19885961-3e99-41ee-ab6b-e32a1e5d360e/,532fa70f52e08bd5a4af0cf1ae679ea8c29510f5a85085e20845b2a467cbc6e7
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-31,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BIDU"" TARGET=""_BLANK"">BIDU</A>","Baidu, Inc.",Stock,Purchase,"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,65577cc4bd786ea03c6660b5736ff8f369364523ce08a4c41ffd5206de5861ce
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-31,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=NFLX"" TARGET=""_BLANK"">NFLX</A>","Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,ac5d30eeba699c9688886a977c9f10ec85e0bad6b15915d57cb18c4daec0bc56
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-28,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BAC"" TARGET=""_BLANK"">BAC</A>",Bank of America Corporation,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,1ea121407c5f0e8b512e694cef28baa9067352a2280ae5bcf0a498009ebb7335
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-28,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=NFLX"" TARGET=""_BLANK"">NFLX</A>","Netflix, Inc.",Stock,Sale (Full),"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,c8d173524d34a35c17d0d97492899b33d5425ca051907ea3082eb15f072dd583
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-28,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BIDU"" TARGET=""_BLANK"">BIDU</A>","Baidu, Inc.",Stock,Sale (Full),"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,a925108b070b8cddbfc899a13e3e6bf79e7ae885e679a8853910089554dea603
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-18,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=BAC"" TARGET=""_BLANK"">BAC</A>",Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,c1a3e54bd0ba7bed26b17714b07cc2d7c9a0b5446db81050c6e59cc6839f3462
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-24,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=TJX"" TARGET=""_BLANK"">TJX</A>","The TJX Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,eedb3f0052f4c4db4304605f7a1f5af90462c3b721ea82aaa03f362fceb8e71f
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-20,2017-07-31,,SBUX-Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,9173d2a499452e72710f130fea797ed90841afd2b078567d444ba73c05cdbef8
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-20,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=FB"" TARGET=""_BLANK"">FB</A>","Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",32500.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,84624c88123ac75c5a166c6a39de5b2eb0e1a15654febd41186ce6e6bd6ee0da
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-14,2017-07-31,,SBUX-Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,4abbf386caec307fda97fc8068900604a80b54998d7973f364938c1c717baa3e
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-14,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=T"" TARGET=""_BLANK"">T</A>",AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,a2a80f707560d4169bba95880a07187915fc20630bb3509992efe894a39c03dd
senate,openset,R000307,Pat Roberts,senate,Republican,,[],False,2017-07-14,2017-07-31,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=ZNGA.SW"" TARGET=""_BLANK"">ZNGA.SW</A>",Zynga Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/cbd4b72c-ac3f-44c0-91de-c6f75631b29f/,585110e9874634ae67bde41701ed4c023a2037bb459b754300a48614c361ea80
senate,openset,A000360,Lamar Alexander,senate,Republican,,[],False,2017-07-11,2017-07-28,,"Marion County Tenn GO SCH REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 4.00%<br> <em>Matures:</em> 04/01/2021</div>",Municipal Security,Purchase,"$50,001 - $100,000",75000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/2fe6b2b0-a472-428d-bbe7-e20d2d1d2d48/,1a3e5ee2e83f22dcddd7f44d8f97e29af8d0311d11ef1ec2fb936c84518bfe08
senate,openset,H001061,John Hoeven,senate,Republican,,"['SSAF14', 'SSAF16', 'SSAF17', 'SSAP01', 'SSAP02', 'SSAP17', 'SSAP19', 'SSAP22', 'SSAP24', 'SSEG01', 'SSEG07', 'Senate Committee on Agriculture, Nutrition, and Forestry', 'Senate Committee on Appropriations', 'Senate Committee on Energy and Natural Resources', 'Senate Committee on Indian Affairs']",False,2017-07-25,2017-07-26,,"WESTBRAND, INC. STOCK <div class=""text-muted""> <em>Company:</em> WESTBRAND, INC. &nbsp;(MINOT, NORTH DAKOTA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;BANK HOLDING COMPANY OF FIRST WESTERN BANK</div>",Non-Public Stock,Purchase,"$500,001 - $1,000,000",750000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/d9fd43e2-2f3c-46a7-b688-50990f1e430c/,05e31a3c3412b8bea1082416682d13907ee118d8694f5a6577bd6efbc54f0d39
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2017-06-27,2017-07-24,,PG-The Procter &amp; Gamble Company,Stock,Sale (Partial),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/a4b3c74c-30b7-481c-80d5-ebf806202f96/,d58684498d0fe37d8d047eb4c124bb2fbf64339a1a7b374d742ae7fe827c81bb
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2017-06-27,2017-07-24,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=WFC"" TARGET=""_BLANK"">WFC</A>",Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/a4b3c74c-30b7-481c-80d5-ebf806202f96/,fe2b59de47cdd74623f4ad6e043cc9922acc261df96d32e07066f730a8db0152
senate,openset,C001047,Shelley M Capito,senate,Republican,,"['SSAP02', 'SSAP14', 'SSAP16', 'SSAP17', 'SSAP18', 'SSAP24', 'SSCM33', 'SSCM34', 'SSCM35', 'SSCM38', 'SSEV08', 'SSEV09', 'SSEV10', 'SSEV15', 'Senate Committee on Appropriations', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Environment and Public Works', 'Senate Committee on Rules and Administration']",False,2017-06-27,2017-07-24,"<A HREF=""HTTPS://FINANCE.YAHOO.COM/Q?S=C"" TARGET=""_BLANK"">C</A>",Citigroup Inc.,Stock,Sale (Full),"$1,001 - $15,000",8000.5,Spouse,,https://efdsearch.senate.gov/search/view/ptr/a4b3c74c-30b7-481c-80d5-ebf806202f96/,1309736b3fb3a5dbbc6f190517f9d780e4d86ec9192d6ae50fa4960d0ffbc85c
senate,openset,H001061,John Hoeven,senate,Republican,,"['SSAF14', 'SSAF16', 'SSAF17', 'SSAP01', 'SSAP02', 'SSAP17', 'SSAP19', 'SSAP22', 'SSAP24', 'SSEG01', 'SSEG07', 'Senate Committee on Agriculture, Nutrition, and Forestry', 'Senate Committee on Appropriations', 'Senate Committee on Energy and Natural Resources', 'Senate Committee on Indian Affairs']",False,2017-07-19,2017-07-24,,"WESTBRAND, INC. BANK HOLDING COMPANY STOCK <div class=""text-muted""> <em>Company:</em> WESTBRAND, INC. &nbsp;(MINOT, NORTH DAKOTA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;BANK HOLDING COMPANY OF FIRST WESTERN BANK</div>",Non-Public Stock,Purchase,"$100,001 - $250,000",175000.5,Self,,https://efdsearch.senate.gov/search/view/ptr/38e883a6-03e1-43ac-ab63-41a211a5635b/,a236bdef5e638b6a325ffb27a5f3a5cc678ae51f10ac160c6b2dcb43a0878051
senate,openset,P000612,"David A Perdue , Jr",senate,Republican,,[],False,2017-06-14,2017-07-24,,AAPL-Apple Inc.,Stock,Purchase,"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,2c3833d92744ef0cec6e791cdf4f5c9b307c7ffa99ca0b25472084208e1c162b
senate,openset,P000612,"David A Perdue , Jr",senate,Republican,,[],False,2017-06-13,2017-07-24,,PG-The Procter &amp; Gamble Company,Stock,Purchase,"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,1a5729513a4fadd2161358422d4696c7499152335abc20f39b12e9ecbeace07f
senate,openset,P000612,"David A Perdue , Jr",senate,Republican,,[],False,2017-06-12,2017-07-24,,SO-The Southern Company,Stock,Purchase,"$1,001 - $15,000",8000.5,Joint,,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,5fe7601a1796f95fe711ec006a4e12bf9efcb7d89b23bc688a15b70a23c9a623
