bioguide,name,n_tk_nous,n_tk_quiver,inter,nous_seul,quiver_seul,quiver_seul_list
F000450,Virginia Foxx,36,25,21,15,4,"AAIC$B,AAM$A,DUK$A,T$A"
M001135,Kathy Manning,32,32,32,0,0,
S000250,Pete Sessions,32,32,32,0,0,
G000591,Michael Patrick Guest,41,46,41,0,5,"506120KP8,605699PU5,784532JF1,914476PV2,DUE 10/01/203"
D000617,Suzan K. DelBene,1,1,1,0,0,
F000472,C. Scott Franklin,31,31,31,0,0,
N000189,Dan Newhouse,39,39,39,0,0,
W000804,Robert J. Wittman,35,35,35,0,0,
B001248,Michael C. Burgess,24,24,24,0,0,
F000459,"Charles J. ""Chuck"" Fleischmann",27,11,0,27,11,"AIMD,CTEST_O,ERTS,ICNT,KTO,MDGS,MLGO,NDRE,OCIP,ONCO,TROY"
L000560,Rick Larsen,34,34,34,0,0,
J000020,Christopher L. Jacobs,41,41,41,0,0,
J000309,Jonathan Jackson,27,27,27,0,0,
B000574,Earl Blumenauer,13,13,13,0,0,
M001217,Jared Moskowitz,22,22,22,0,0,
M001222,Max Miller,4,8,3,1,5,"GHY,GLAS FUNDS,GLAS FUNDS, LP,STEW,VRNG"
K000398,Thomas H. Kean,19,19,19,0,0,
G000590,Mark Dr Green,3,3,3,0,0,
S000168,Maria Elvira Salazar,11,12,11,0,1,ITC
T000488,Shri Thanedar,15,15,15,0,0,
D000399,Lloyd Doggett,6,6,6,0,0,
K000375,William R. Keating,15,15,15,0,0,
S001148,Michael K. Simpson,22,22,22,0,0,
L000564,Doug Lamborn,1,1,1,0,0,
P000197,Nancy Pelosi,11,10,10,1,0,
H001072,James French Hill,9,10,9,0,1,MATURIT
C001078,Gerald E. Connolly,3,3,3,0,0,
M001205,Carol Devine Miller,11,11,11,0,0,
Y000067,Rudy Yakym,0,8,0,0,8,"13_WEEK MATURE,13_WEEK, MATURE,3_MONTH, MATURE,4_WEEK MATURE,4_WEEK, MATURE,6_MONTH, MATURE,8_WEEK, MATURE,MATURE"
L000590,Susie Lee,9,10,9,0,1,ON
M001196,Seth Moulton,2,2,2,0,0,
D000624,Debbie Dingell,7,7,7,0,0,
C001068,Steve Cohen,3,3,3,0,0,
G000061,Michael Garcia,2,2,2,0,0,
M001204,Daniel Meuser,2,2,2,0,0,
C001101,Katherine M. Clark,2,2,2,0,0,
E000296,Dwight Evans,5,6,5,0,1,SRE$A
M001220,Morgan McGarvey,4,4,4,0,0,
B001316,Eric Burlison,5,1,1,4,0,
L000566,Robert E. Latta,2,2,2,0,0,
B001291,Brian Babin,3,3,3,0,0,
R000305,Deborah Ross,2,2,2,0,0,
S000929,Victoria Spartz,1,1,1,0,0,
A000378,Cindy Axne,1,1,1,0,0,
L000559,James R. Langevin,1,1,1,0,0,
S001214,Greg Steube,1,1,1,0,0,
W000797,Debbie Wasserman Schultz,2,2,2,0,0,
S001205,Mary Gay Scanlon,2,2,2,0,0,
B000740,Stephanie Bice,0,1,0,0,1,912796ZP7
C001120,Daniel Crenshaw,1,1,1,0,0,
F000469,Russ Fulcher,0,1,0,0,1,BANC$E
K000009,Marcy Kaptur,1,1,1,0,0,
M001227,Jennifer McClellan,1,1,1,0,0,
S001189,Austin Scott,1,1,1,0,0,
S001207,Mikie Sherrill,1,1,1,0,0,
S001209,Abigail Spanberger,1,1,1,0,0,
