ticker,nom,parts,valeur,pct,categorie,fonds,date
CI,Cigna Group/The,35.0,8943.55,0.1418307099,EC,NANC,2023-03-31
STX,Seagate Technology Holdings PL,200.0,13224.0,0.2097119497,EC,NANC,2023-03-31
PNR,Pentair PLC,40.0,2210.8,0.035059829,EC,NANC,2023-03-31
CME,CME Group Inc,10.0,1915.2,0.0303720755,EC,NANC,2023-03-31
CNA,CNA Financial Corp,50.0,1951.5,0.0309477367,EC,NANC,2023-03-31
FTI,TechnipFMC PLC,60.0,819.0,0.0129880586,EC,NANC,2023-03-31
TT,Trane Technologies PLC,38.0,6991.24,0.1108701279,EC,NANC,2023-03-31
CSX,CSX Corp,230.0,6886.2,0.1092043579,EC,NANC,2023-03-31
CVS,CVS Health Corp,147.0,10923.57,0.1732307292,EC,NANC,2023-03-31
WTW,Willis Towers Watson PLC,21.0,4879.98,0.0773888476,EC,NANC,2023-03-31
XP,XP Inc,40.0,474.8,0.0075295851,EC,NANC,2023-03-31
CACI,CACI International Inc,3.0,888.84,0.0140956117,EC,NANC,2023-03-31
CDNS,Cadence Design Systems Inc,10.0,2100.9,0.0333169869,EC,NANC,2023-03-31
YTRA,Yatra Online Inc,360.0,828.0,0.0131307845,EC,NANC,2023-03-31
ALC,Alcon Inc,20.0,1410.8,0.0223730807,EC,NANC,2023-03-31
CZR,Caesars Entertainment Inc,30.0,1464.3,0.023221507,EC,NANC,2023-03-31
CGC,Canopy Growth Corp,120.0,210.0,0.0033302714,EC,NANC,2023-03-31
COF,Capital One Financial Corp,59.0,5673.44,0.0899718817,EC,NANC,2023-03-31
CAH,Cardinal Health Inc,20.0,1510.0,0.0239462375,EC,NANC,2023-03-31
CDNA,CareDx Inc,40.0,365.6,0.005797844,EC,NANC,2023-03-31
CARG,Cargurus Inc,20.0,373.6,0.0059247115,EC,NANC,2023-03-31
CB,Chubb Ltd,20.0,3883.6,0.0615878197,EC,NANC,2023-03-31
UBS,UBS Group AG,10.0,213.4,0.0033841901,EC,NANC,2023-03-31
CSL,Carlisle Cos Inc,1.0,226.07,0.0035851165,EC,NANC,2023-03-31
KMX,CarMax Inc,162.0,10413.36,0.1651395969,EC,NANC,2023-03-31
ASML,ASML Holding NV,12.0,8168.52,0.1295399467,EC,NANC,2023-03-31
ESTC,Elastic NV,10.0,579.0,0.0091820341,EC,NANC,2023-03-31
RACE,Ferrari NV,16.0,4335.04,0.0687469518,EC,NANC,2023-03-31
NXPI,NXP Semiconductors NV,50.0,9323.75,0.1478600871,EC,NANC,2023-03-31
CG,Carlyle Group Inc/The,20.0,621.2,0.0098512601,EC,NANC,2023-03-31
CCL,Carnival Corp,150.0,1522.5,0.0241444679,EC,NANC,2023-03-31
RCL,Royal Caribbean Cruises Ltd,10.0,653.0,0.0103555583,EC,NANC,2023-03-31
CARR,Carrier Global Corp,110.0,5032.5,0.0798075762,EC,NANC,2023-03-31
CRI,Carter's Inc,290.0,20856.8,0.3307562155,EC,NANC,2023-03-31
CASY,Casey's General Stores Inc,4.0,865.84,0.0137308677,EC,NANC,2023-03-31
CTLT,Catalent Inc,10.0,657.1,0.0104205779,EC,NANC,2023-03-31
CAT,Caterpillar Inc,50.0,11442.0,0.1814522179,EC,NANC,2023-03-31
CATY,Cathay General Bancorp,30.0,1035.6,0.0164229957,EC,NANC,2023-03-31
CE,Celanese Corp,30.0,3266.7,0.0518047509,EC,NANC,2023-03-31
CELC,Celcuity Inc,220.0,2255.0,0.0357607718,EC,NANC,2023-03-31
CNC,Centene Corp,80.0,5056.8,0.0801929361,EC,NANC,2023-03-31
CNP,CenterPoint Energy Inc,50.0,1473.0,0.0233594753,EC,NANC,2023-03-31
CENTA,Central Garden &amp; Pet Co,30.0,1172.1,0.0185876721,EC,NANC,2023-03-31
CHX,ChampionX Corp,150.0,4069.5,0.0645359029,EC,NANC,2023-03-31
CHPT,ChargePoint Holdings Inc,180.0,1884.6,0.0298868074,EC,NANC,2023-03-31
GTLS,Chart Industries Inc,30.0,3762.0,0.059659434,EC,NANC,2023-03-31
CHTR,Charter Communications Inc,6.0,2145.66,0.0340268105,EC,NANC,2023-03-31
CHE,Chemed Corp,2.0,1075.5,0.0170557473,EC,NANC,2023-03-31
CC,Chemours Co/The,30.0,898.2,0.0142440467,EC,NANC,2023-03-31
LNG,Cheniere Energy Inc,5.0,788.0,0.0124964471,EC,NANC,2023-03-31
CVX,Chevron Corp,68.0,11094.88,0.1759474378,EC,NANC,2023-03-31
CHWY,Chewy Inc,20.0,747.6,0.0118557663,EC,NANC,2023-03-31
CMG,Chipotle Mexican Grill Inc,1.0,1708.29,0.0270908066,EC,NANC,2023-03-31
CHH,Choice Hotels International In,1.0,117.19,0.00185845,EC,NANC,2023-03-31
CHD,Church &amp; Dwight Co Inc,40.0,3536.4,0.056081771,EC,NANC,2023-03-31
CINF,Cincinnati Financial Corp,10.0,1120.8,0.0177741344,EC,NANC,2023-03-31
CSCO,Cisco Systems Inc,540.0,28228.5,0.4476598437,EC,NANC,2023-03-31
CTAS,Cintas Corp,10.0,4626.8,0.0733738089,EC,NANC,2023-03-31
C,Citigroup Inc,10.0,468.9,0.0074360204,EC,NANC,2023-03-31
CFG,Citizens Financial Group Inc,110.0,3340.7,0.0529782751,EC,NANC,2023-03-31
CLNE,Clean Energy Fuels Corp,90.0,392.4,0.0062228501,EC,NANC,2023-03-31
CWEN/A,Clearway Energy Inc,30.0,900.9,0.0142868645,EC,NANC,2023-03-31
CLF,Cleveland-Cliffs Inc,160.0,2932.8,0.0465096193,EC,NANC,2023-03-31
CLX,Clorox Co/The,17.0,2690.08,0.0426604599,EC,NANC,2023-03-31
NET,Cloudflare Inc,40.0,2466.4,0.0391132451,EC,NANC,2023-03-31
CNF,CNFinance Holdings Ltd,900.0,2223.0,0.0352533019,EC,NANC,2023-03-31
KO,Coca-Cola Co/The,288.0,17864.64,0.2833052394,EC,NANC,2023-03-31
CTSH,Cognizant Technology Solutions,30.0,1827.9,0.0289876341,EC,NANC,2023-03-31
COHR,Coherent Corp,20.0,761.6,0.0120777844,EC,NANC,2023-03-31
COIN,Coinbase Global Inc,20.0,1351.4,0.0214310896,EC,NANC,2023-03-31
CL,Colgate-Palmolive Co,190.0,14278.5,0.2264346699,EC,NANC,2023-03-31
CMCSA,Comcast Corp,340.0,12889.4,0.2044057173,EC,NANC,2023-03-31
CMA,Comerica Inc,40.0,1736.8,0.0275429306,EC,NANC,2023-03-31
COMM,CommScope Holding Co Inc,40.0,254.8,0.0040407293,EC,NANC,2023-03-31
CAG,Conagra Brands Inc,50.0,1878.0,0.0297821417,EC,NANC,2023-03-31
COP,ConocoPhillips,60.0,5952.6,0.0943989226,EC,NANC,2023-03-31
STZ,Constellation Brands Inc,2.0,451.78,0.0071645239,EC,NANC,2023-03-31
CPRT,Copart Inc,110.0,8273.1,0.1311984219,EC,NANC,2023-03-31
GLW,Corning Inc,320.0,11289.6,0.1790353923,EC,NANC,2023-03-31
QDEL,QuidelOrtho Corp,30.0,2672.7,0.0423848403,EC,NANC,2023-03-31
CTVA,Corteva Inc,180.0,10855.8,0.172156003,EC,NANC,2023-03-31
COST,Costco Wholesale Corp,50.0,24843.5,0.3939790399,EC,NANC,2023-03-31
CSGP,CoStar Group Inc,30.0,2065.5,0.0327555983,EC,NANC,2023-03-31
COTY,Coty Inc,120.0,1447.2,0.0229503277,EC,NANC,2023-03-31
CRON,Cronos Group Inc,190.0,368.6,0.0058454193,EC,NANC,2023-03-31
CRWD,Crowdstrike Holdings Inc,560.0,76865.6,1.2189681522,EC,NANC,2023-03-31
CCI,Crown Castle Inc,10.0,1338.4,0.0212249299,EC,NANC,2023-03-31
AORT,Artivion Inc,515.0,6746.5,0.1069889344,EC,NANC,2023-03-31
CYRX,CryoPort Inc,20.0,480.0,0.007612049,EC,NANC,2023-03-31
CFR,Cullen/Frost Bankers Inc,20.0,2106.8,0.0334105517,EC,NANC,2023-03-31
DHI,DR Horton Inc,230.0,22468.7,0.3563184275,EC,NANC,2023-03-31
DXC,DXC Technology Co,150.0,3834.0,0.0608012413,EC,NANC,2023-03-31
DHR,Danaher Corp,50.0,12602.0,0.1998480029,EC,NANC,2023-03-31
DRI,Darden Restaurants Inc,10.0,1551.6,0.0246059484,EC,NANC,2023-03-31
DDOG,Datadog Inc,20.0,1453.2,0.0230454783,EC,NANC,2023-03-31
EFX,Equifax Inc,10.0,2028.4,0.0321672504,EC,NANC,2023-03-31
EQIX,Equinix Inc,1.0,721.04,0.0114345663,EC,NANC,2023-03-31
EQH,Equitable Holdings Inc,30.0,761.7,0.0120793702,EC,NANC,2023-03-31
EQR,Equity Residential,90.0,5400.0,0.0856355512,EC,NANC,2023-03-31
ERIC,Ericsson,60.0,351.0,0.0055663108,EC,NANC,2023-03-31
ETSY,Etsy Inc,59.0,6568.47,0.1041656572,EC,NANC,2023-03-31
EVBG,Everbridge Inc,60.0,2080.2,0.0329887173,EC,NANC,2023-03-31
ES,Eversource Energy,20.0,1565.2,0.0248216231,EC,NANC,2023-03-31
AQUA,Evoqua Water Technologies Corp,90.0,4474.8,0.0709633267,EC,NANC,2023-03-31
EXPE,Expedia Group Inc,20.0,1940.6,0.0307748797,EC,NANC,2023-03-31
EXPD,Expeditors International of Wa,20.0,2202.4,0.0349266181,EC,NANC,2023-03-31
XOM,Exxon Mobil Corp,20.0,2193.2,0.0347807205,EC,NANC,2023-03-31
FMC,FMC Corp,10.0,1221.3,0.0193679072,EC,NANC,2023-03-31
FLYW,Flywire Corp,70.0,2055.2,0.0325922564,EC,NANC,2023-03-31
FSK,FS KKR Capital Corp,30.0,555.0,0.0088014316,EC,NANC,2023-03-31
META,Meta Platforms Inc,119.0,25220.86,0.3999633791,EC,NANC,2023-03-31
FPI,Farmland Partners Inc,60.0,642.0,0.0101811155,EC,NANC,2023-03-31
FAST,Fastenal Co,30.0,1618.2,0.0256621202,EC,NANC,2023-03-31
FRT,Federal Realty Investment Trus,30.0,2964.9,0.0470186751,EC,NANC,2023-03-31
FDX,FedEx Corp,20.0,4569.8,0.0724698781,EC,NANC,2023-03-31
AFL,Aflac Inc,117.0,8166.6,0.0904028611,EC,NANC,2023-06-30
ACIW,ACI Worldwide Inc,26.0,602.42,0.0066686861,EC,NANC,2023-06-30
AYI,Acuity Brands Inc,1.0,163.08,0.0018052676,EC,NANC,2023-06-30
ALNY,Alnylam Pharmaceuticals Inc,4.0,759.76,0.0084104129,EC,NANC,2023-06-30
GOOG,Alphabet Inc,4844.0,585978.68,6.4866834696,EC,NANC,2023-06-30
ANSS,ANSYS Inc,1.0,330.27,0.0036560322,EC,NANC,2023-06-30
BILL,BILL Holdings Inc,26.0,3038.1,0.0336312458,EC,NANC,2023-06-30
BKI,Black Knight Inc,26.0,1552.98,0.0171912222,EC,NANC,2023-06-30
CM,CIBC,201.0,8578.68,0.094964516,EC,NANC,2023-06-30
COF,Capital One Financial Corp,91.0,9952.67,0.1101743496,EC,NANC,2023-06-30
CRI,Carter's Inc,221.0,16044.6,0.1776109697,EC,NANC,2023-06-30
CHPT,ChargePoint Holdings Inc,234.0,2056.86,0.0227690874,EC,NANC,2023-06-30
CTVA,Corteva Inc,234.0,13408.2,0.148426474,EC,NANC,2023-06-30
FANG,Diamondback Energy Inc,26.0,3415.36,0.0378074493,EC,NANC,2023-06-30
VRAI,Virtus Real Asset Income ETF,156.0,3660.71,0.0405234317,EC,NANC,2023-06-30
EIX,Edison International,13.0,902.85,0.0099943946,EC,NANC,2023-06-30
ENB,Enbridge Inc,19.0,705.85,0.0078136384,EC,NANC,2023-06-30
ERIC,Ericsson,78.0,425.1,0.0047057841,EC,NANC,2023-06-30
ETSY,Etsy Inc,74.0,6261.14,0.0693097458,EC,NANC,2023-06-30
GDDY,GoDaddy Inc,13.0,976.69,0.0108117908,EC,NANC,2023-06-30
HIG,Hartford Financial Services Gr,13.0,936.26,0.0103642376,EC,NANC,2023-06-30
HAS,Hasbro Inc,13.0,842.01,0.0093209063,EC,NANC,2023-06-30
PPG,PPG Industries Inc,95.0,14088.5,0.1559572783,EC,NANC,2023-06-30
PGRE,Paramount Group Inc,143.0,633.49,0.0070126256,EC,NANC,2023-06-30
PINS,Pinterest Inc,78.0,2132.52,0.0236066306,EC,NANC,2023-06-30
PLTK,Playtika Holding Corp,104.0,1206.4,0.0133546411,EC,NANC,2023-06-30
POOL,Pool Corp,6.0,2247.84,0.0248832032,EC,NANC,2023-06-30
PFG,Principal Financial Group Inc,78.0,5915.52,0.0654837917,EC,NANC,2023-06-30
PRU,Prudential Financial Inc,52.0,4587.44,0.0507821739,EC,NANC,2023-06-30
QCOM,QUALCOMM Inc,147.0,17498.88,0.1937095999,EC,NANC,2023-06-30
PWR,Quanta Services Inc,65.0,12769.25,0.1413534071,EC,NANC,2023-06-30
APG,API Group Corp,3151.0,85896.26,0.9508568637,EC,NANC,2023-06-30
ABT,Abbott Laboratories,171.0,18642.42,0.2063683915,EC,NANC,2023-06-30
ABBV,AbbVie Inc,198.0,26676.54,0.2953047217,EC,NANC,2023-06-30
AMD,Advanced Micro Devices Inc,121.0,13783.11,0.1525766634,EC,NANC,2023-06-30
WMS,Advanced Drainage Systems Inc,13.0,1479.14,0.0163738261,EC,NANC,2023-06-30
APD,Air Products and Chemicals Inc,47.0,14077.91,0.1558400488,EC,NANC,2023-06-30
GOOGL,Alphabet Inc,457.0,54702.9,0.6055517193,EC,NANC,2023-06-30
RTX,Raytheon Technologies Corp,17.0,1665.32,0.0184348067,EC,NANC,2023-06-30
REG,Regency Centers Corp,15.0,926.55,0.0102567496,EC,NANC,2023-06-30
AYX,Alteryx Inc,26.0,1180.4,0.0130668255,EC,NANC,2023-06-30
AEE,Ameren Corp,26.0,2123.42,0.0235058952,EC,NANC,2023-06-30
AIG,American International Group I,111.0,6386.94,0.0707023302,EC,NANC,2023-06-30
AMT,American Tower Corp,13.0,2521.22,0.0279094729,EC,NANC,2023-06-30
BKR,Baker Hughes Co,13.0,410.93,0.0045489246,EC,NANC,2023-06-30
BERY,Berry Global Group Inc,352.0,22647.68,0.2507059326,EC,NANC,2023-06-30
BHP,BHP Group Ltd,26.0,1551.42,0.0171739533,EC,NANC,2023-06-30
BIO,Bio-Rad Laboratories Inc,3.0,1137.36,0.0125903801,EC,NANC,2023-06-30
BLK,BlackRock Inc,28.0,19351.92,0.2142224348,EC,NANC,2023-06-30
AVGO,Broadcom Inc,17.0,14746.31,0.1632391221,EC,NANC,2023-06-30
RF,Regions Financial Corp,52.0,926.64,0.0102577458,EC,NANC,2023-06-30
RS,Reliance Steel &amp; Aluminum Co,6.0,1629.54,0.0180387283,EC,NANC,2023-06-30
RMD,ResMed Inc,13.0,2840.5,0.0314438477,EC,NANC,2023-06-30
RIVN,Rivian Automotive Inc,78.0,1299.48,0.0143850207,EC,NANC,2023-06-30
ROP,Roper Technologies Inc,16.0,7692.8,0.0851579764,EC,NANC,2023-06-30
CRM,Salesforce Inc,2475.0,522868.5,5.7880646028,EC,NANC,2023-06-30
SBCF,Seacoast Banking Corp of Flori,91.0,2011.1,0.022262532,EC,NANC,2023-06-30
SRE,Sempra Energy,13.0,1892.67,0.0209515322,EC,NANC,2023-06-30
NOW,ServiceNow Inc,33.0,18545.01,0.2052900795,EC,NANC,2023-06-30
SPG,Simon Property Group Inc,39.0,4503.72,0.0498554078,EC,NANC,2023-06-30
CDW,CDW Corp/DE,13.0,2385.5,0.0264070758,EC,NANC,2023-06-30
CF,CF Industries Holdings Inc,48.0,3332.16,0.0368864396,EC,NANC,2023-06-30
CAH,Cardinal Health Inc,26.0,2458.82,0.0272187156,EC,NANC,2023-06-30
KMX,CarMax Inc,210.0,17577.0,0.1945743749,EC,NANC,2023-06-30
SIRI,Sirius XM Holdings Inc,195.0,883.35,0.009778533,EC,NANC,2023-06-30
SWKS,Skyworks Solutions Inc,26.0,2877.94,0.0318583021,EC,NANC,2023-06-30
SONY,Sony Group Corp,39.0,3511.56,0.0388723668,EC,NANC,2023-06-30
SUI,Sun Communities Inc,13.0,1695.98,0.0187742077,EC,NANC,2023-06-30
CG,Carlyle Group Inc/The,26.0,830.7,0.0091957065,EC,NANC,2023-06-30
CASY,Casey's General Stores Inc,4.0,975.52,0.0107988391,EC,NANC,2023-06-30
TPX,Tempur Sealy International Inc,104.0,4167.28,0.0461310748,EC,NANC,2023-06-30
TMO,Thermo Fisher Scientific Inc,22.0,11478.5,0.127065026,EC,NANC,2023-06-30
DHR,Danaher Corp,7.0,1680.0,0.0185973118,EC,NANC,2023-06-30
DFS,Discover Financial Services,131.0,15307.35,0.1694497387,EC,NANC,2023-06-30
TWLO,Twilio Inc,13.0,827.06,0.0091554123,EC,NANC,2023-06-30
VTR,Ventas Inc,78.0,3687.06,0.0408151217,EC,NANC,2023-06-30
VZ,Verizon Communications Inc,585.0,21756.15,0.2408368485,EC,NANC,2023-06-30
VMC,Vulcan Materials Co,210.0,47342.4,0.5240722469,EC,NANC,2023-06-30
ETR,Entergy Corp,26.0,2531.62,0.0280245991,EC,NANC,2023-06-30
EPAM,EPAM Systems Inc,1.0,224.75,0.0024879439,EC,NANC,2023-06-30
WDC,Western Digital Corp,52.0,1972.36,0.0218336869,EC,NANC,2023-06-30
AON,Aon PLC,35.0,12082.0,0.1337456675,EC,NANC,2023-06-30
FAST,Fastenal Co,39.0,2300.61,0.0254673581,EC,NANC,2023-06-30
FITB,Fifth Third Bancorp,312.0,8177.52,0.0905237436,EC,NANC,2023-06-30
ST,Sensata Technologies Holding P,798.0,35902.02,0.3974292028,EC,NANC,2023-06-30
FLS,Flowserve Corp,104.0,3863.6,0.0427693892,EC,NANC,2023-06-30
GIS,General Mills Inc,60.0,4602.0,0.0509433506,EC,NANC,2023-06-30
GMED,Globus Medical Inc,30.0,1786.2,0.0197729276,EC,NANC,2023-06-30
HEI/A,HEICO Corp,13.0,1827.8,0.0202334325,EC,NANC,2023-06-30
ESGU,iShares ESG Aware MSCI USA ETF,13.0,1266.98,0.0140252513,EC,NANC,2023-06-30
KMB,Kimberly-Clark Corp,26.0,3589.56,0.0397358135,EC,NANC,2023-06-30
LDOS,Leidos Holdings Inc,26.0,2300.48,0.025465919,EC,NANC,2023-06-30
LSXMK,Liberty Media Corp-Liberty Sir,582.0,19048.86,0.2108676126,EC,NANC,2023-06-30
FWONA,Liberty Media Corp-Liberty For,39.0,2637.18,0.0291931302,EC,NANC,2023-06-30
LLY,Eli Lilly &amp; Co,43.0,20166.14,0.2232357105,EC,NANC,2023-06-30
RAMP,LiveRamp Holdings Inc,26.0,742.56,0.0082200118,EC,NANC,2023-06-30
M,Macy's Inc,195.0,3129.75,0.0346457956,EC,NANC,2023-06-30
MEDP,Medpace Holdings Inc,13.0,3122.21,0.0345623291,EC,NANC,2023-06-30
MS,Morgan Stanley,599.0,51154.6,0.566272647,EC,NANC,2023-06-30
MUR,Murphy Oil Corp,52.0,1991.6,0.0220466704,EC,NANC,2023-06-30
ETN,Eaton Corp PLC,73.0,14680.3,0.1625084028,EC,NANC,2023-06-30
ATO,Atmos Energy Corp,26.0,3024.84,0.0334844599,EC,NANC,2023-06-30
AVY,Avery Dennison Corp,13.0,2233.4,0.0247233549,EC,NANC,2023-06-30
LIN,Linde PLC,7.0,2667.56,0.0295294316,EC,NANC,2023-06-30
BAC,Bank of America Corp,891.0,25562.79,0.2829757003,EC,NANC,2023-06-30
GOLD,Barrick Gold Corp,273.0,4621.89,0.0511635295,EC,NANC,2023-06-30
BDX,Becton Dickinson &amp; Co,17.0,4488.17,0.049683272,EC,NANC,2023-06-30
AZTA,Azenta Inc,13.0,606.84,0.0067176147,EC,NANC,2023-06-30
GWW,WW Grainger Inc,1.0,788.59,0.008729556,EC,NANC,2023-06-30
PPL,PPL Corp,39.0,1031.94,0.0114233988,EC,NANC,2023-06-30
PLD,Prologis Inc,39.0,4782.57,0.0529422295,EC,NANC,2023-06-30
PEG,Public Service Enterprise Grou,16.0,1001.76,0.0110893114,EC,NANC,2023-06-30
QS,QuantumScape Corp,104.0,830.96,0.0091985847,EC,NANC,2023-06-30
QMCO,Quantum Corp,624.0,673.92,0.0074601788,EC,NANC,2023-06-30
RXT,Rackspace Technology Inc,182.0,495.04,0.0054800079,EC,NANC,2023-06-30
QSR,Restaurant Brands Internationa,182.0,14108.64,0.1561802246,EC,NANC,2023-06-30
ROST,Ross Stores Inc,39.0,4373.07,0.0484091347,EC,NANC,2023-06-30
SLGN,Silgan Holdings Inc,34.0,1594.26,0.0176481847,EC,NANC,2023-06-30
SNAP,Snap Inc,156.0,1847.04,0.020446416,EC,NANC,2023-06-30
TPR,Tapestry Inc,43.0,1840.4,0.0203729123,EC,NANC,2023-06-30
VWO,Vanguard FTSE Emerging Markets,26.0,1057.68,0.0117083362,EC,NANC,2023-06-30
VRSN,VeriSign Inc,13.0,2937.61,0.0325188388,EC,NANC,2023-06-30
VICI,VICI Properties Inc,39.0,1225.77,0.0135690636,EC,NANC,2023-06-30
XSOE,Wisdomtree Emerging Markets EX,26.0,726.7,0.0080444443,EC,NANC,2023-06-30
AY,Atlantica Sustainable Infrastr,65.0,1523.6,0.0168659906,EC,NANC,2023-06-30
PNR,Pentair PLC,52.0,3359.2,0.0371857678,EC,NANC,2023-06-30
REGN,Regeneron Pharmaceuticals Inc,7.0,5029.78,0.0556788018,EC,NANC,2023-06-30
RGA,Reinsurance Group of America I,13.0,1802.97,0.0199585686,EC,NANC,2023-06-30
RGLD,Royal Gold Inc,26.0,2984.28,0.0330354677,EC,NANC,2023-06-30
DIA,SPDR Dow Jones Industrial Aver,32.0,11003.2,0.1218035365,EC,NANC,2023-06-30
SAIC,Science Applications Internati,13.0,1462.24,0.016186746,EC,NANC,2023-06-30
SBUX,Starbucks Corp,437.0,43289.22,0.4792042396,EC,NANC,2023-06-30
RCL,Royal Caribbean Cruises Ltd,13.0,1348.62,0.0149289921,EC,NANC,2023-06-30
AEIS,Advanced Energy Industries Inc,13.0,1448.85,0.016038521,EC,NANC,2023-06-30
MO,Altria Group Inc,143.0,6477.9,0.0717092418,EC,NANC,2023-06-30
AEP,American Electric Power Co Inc,39.0,3283.8,0.0363511027,EC,NANC,2023-06-30
WRB,W R Berkley Corp,29.0,1727.24,0.0191202505,EC,NANC,2023-06-30
NTRS,Northern Trust Corp,52.0,3855.28,0.0426772883,EC,NANC,2023-06-30
LPRO,Open Lending Corp,26.0,273.26,0.0030249413,EC,NANC,2023-06-30
TRV,Travelers Cos Inc/The,26.0,4515.16,0.0499820467,EC,NANC,2023-06-30
U,Unity Software Inc,39.0,1693.38,0.0187454261,EC,NANC,2023-06-30
VRTX,Vertex Pharmaceuticals Inc,43.0,15132.13,0.1675100834,EC,NANC,2023-06-30
WFC,Wells Fargo &amp; Co,1365.0,58258.2,0.6449082805,EC,NANC,2023-06-30
WCC,WESCO International Inc,34.0,6088.04,0.0673935585,EC,NANC,2023-06-30
WST,West Pharmaceutical Services I,8.0,3059.76,0.0338710183,EC,NANC,2023-06-30
ZTS,Zoetis Inc,19.0,3271.99,0.036220368,EC,NANC,2023-06-30
ALC,Alcon Inc,26.0,2134.86,0.023632534,EC,NANC,2023-06-30
UBS,UBS Group AG,13.0,263.51,0.0029170105,EC,NANC,2023-06-30
CBRE,CBRE Group Inc,26.0,2098.46,0.0232295922,EC,NANC,2023-06-30
CTLT,Catalent Inc,13.0,563.68,0.0062398409,EC,NANC,2023-06-30
CE,Celanese Corp,39.0,4516.2,0.0499935593,EC,NANC,2023-06-30
CHH,Choice Hotels International In,1.0,117.52,0.0013009262,EC,NANC,2023-06-30
CTAS,Cintas Corp,13.0,6462.04,0.0715336743,EC,NANC,2023-06-30
COHR,Coherent Corp,26.0,1325.48,0.0146728362,EC,NANC,2023-06-30
CMA,Comerica Inc,52.0,2202.72,0.0243837325,EC,NANC,2023-06-30
CEG,Constellation Energy Corp,20.0,1831.0,0.0202688559,EC,NANC,2023-06-30
DDOG,Datadog Inc,26.0,2557.88,0.0283152928,EC,NANC,2023-06-30
DAL,Delta Air Lines Inc,26.0,1236.04,0.0136827508,EC,NANC,2023-06-30
XRAY,DENTSPLY SIRONA Inc,39.0,1560.78,0.0172775669,EC,NANC,2023-06-30
DXCM,Dexcom Inc,34.0,4369.34,0.0483678443,EC,NANC,2023-06-30
D,Dominion Energy Inc,147.0,7613.13,0.0842760432,EC,NANC,2023-06-30
DASH,DoorDash Inc,39.0,2980.38,0.0329922953,EC,NANC,2023-06-30
DEI,Douglas Emmett Inc,125.0,1571.25,0.017393468,EC,NANC,2023-06-30
DD,DuPont de Nemours Inc,607.0,43364.08,0.480032927,EC,NANC,2023-06-30
ECL,Ecolab Inc,52.0,9707.88,0.1074645663,EC,NANC,2023-06-30
EFX,Equifax Inc,13.0,3058.9,0.0338614983,EC,NANC,2023-06-30
EQIX,Equinix Inc,1.0,783.94,0.0086780813,EC,NANC,2023-06-30
FIS,Fidelity National Information,78.0,4266.6,0.0472305301,EC,NANC,2023-06-30
FGXXX,First American Government Obli,72295.08,72295.08,0.8002941342,STIV,NANC,2023-06-30
FTNT,Fortinet Inc,65.0,4913.35,0.0543899417,EC,NANC,2023-06-30
FBIN,Fortune Brands Innovations Inc,22.0,1582.9,0.0175224315,EC,NANC,2023-06-30
IT,Gartner Inc,32.0,11209.92,0.1240918915,EC,NANC,2023-06-30
GMAB,Genmab A/S,26.0,988.26,0.0109398687,EC,NANC,2023-06-30
GBDC,Golub Capital BDC Inc,195.0,2632.5,0.0291413234,EC,NANC,2023-06-30
HOG,Harley-Davidson Inc,26.0,915.46,0.0101339852,EC,NANC,2023-06-30
HRL,Hormel Foods Corp,42.0,1689.24,0.018699597,EC,NANC,2023-06-30
ILMN,Illumina Inc,4.0,749.96,0.0083019286,EC,NANC,2023-06-30
INCY,Incyte Corp,26.0,1618.5,0.0179165174,EC,NANC,2023-06-30
INTC,Intel Corp,1469.0,49123.36,0.5437871686,EC,NANC,2023-06-30
NTLA,Intellia Therapeutics Inc,26.0,1060.28,0.0117371177,EC,NANC,2023-06-30
IPG,Interpublic Group of Cos Inc/T,39.0,1504.62,0.0166558853,EC,NANC,2023-06-30
JPM,JPMorgan Chase &amp; Co,78.0,11344.32,0.1255796764,EC,NANC,2023-06-30
J,Jacobs Solutions Inc,13.0,1545.57,0.0171091948,EC,NANC,2023-06-30
K,Kellogg Co,13.0,876.2,0.0096993837,EC,NANC,2023-06-30
KMI,Kinder Morgan Inc,169.0,2910.18,0.0322151934,EC,NANC,2023-06-30
KR,Kroger Co/The,104.0,4888.0,0.0541093215,EC,NANC,2023-06-30
MAR,Marriott International Inc/MD,65.0,11939.85,0.1321720914,EC,NANC,2023-06-30
MOH,Molina Healthcare Inc,6.0,1807.44,0.0200080508,EC,NANC,2023-06-30
GEN,Gen Digital Inc,143.0,2652.65,0.0293643805,EC,NANC,2023-06-30
OKTA,Okta Inc,13.0,901.55,0.0099800038,EC,NANC,2023-06-30
PCAR,PACCAR Inc,13.0,1087.45,0.012037885,EC,NANC,2023-06-30
PACW,PacWest Bancorp,39.0,317.85,0.003518545,EC,NANC,2023-06-30
PHR,Phreesia Inc,26.0,806.26,0.0089251599,EC,NANC,2023-06-30
PXD,Pioneer Natural Resources Co,19.0,3936.42,0.0435754942,EC,NANC,2023-06-30
POR,Portland General Electric Co,65.0,3043.95,0.0336960043,EC,NANC,2023-06-30
RSG,Republic Services Inc,52.0,7964.84,0.0881694125,EC,NANC,2023-06-30
SCHW,Charles Schwab Corp/The,244.0,13829.92,0.153094842,EC,NANC,2023-06-30
LUV,Southwest Airlines Co,26.0,941.46,0.0104218007,EC,NANC,2023-06-30
TWKS,Thoughtworks Holding Inc,117.0,883.35,0.009778533,EC,NANC,2023-06-30
