bioguide,name,n_tk_nous,n_tk_quiver,inter,nous_seul,quiver_seul,quiver_seul_list
P000523,David E. Price,7,7,7,0,0,
S001216,Kim Schrier,2,2,2,0,0,
C001078,Gerald E. Connolly,7,7,7,0,0,
A000372,Richard W. Allen,7,7,7,0,0,
B001286,Cheri Bustos,6,6,6,0,0,
H001072,James French Hill,6,5,5,1,0,
S001148,Michael K. Simpson,7,7,7,0,0,
S001190,Bradley S. Schneider,1,1,1,0,0,
R000603,David Cheston Rouzer,6,6,6,0,0,
R000616,Harley E. Rouda,4,4,4,0,0,
S000185,"Robert C. ""Bobby"" Scott",5,5,5,0,0,
C001108,James Comer,5,5,5,0,0,
P000034,Frank Pallone,4,4,4,0,0,
A000367,Justin Amash,1,1,1,0,0,
F000461,Bill Flores,1,1,1,0,0,
G000578,Matt Gaetz,1,1,1,0,0,
V000108,Peter J. Visclosky,2,2,2,0,0,
G000577,Garret Graves,2,2,2,0,0,
G000588,Anthony E. Gonzalez,2,2,2,0,0,
G000591,Michael Patrick Guest,1,1,1,0,0,
O000171,Tom O'Halleran,2,2,2,0,0,
P000096,Bill Pascrell,2,2,2,0,0,
S001214,W. Greg Steube,1,1,1,0,0,
B001309,Tim Burchett,1,1,1,0,0,
C001080,Judy Chu,1,1,1,0,0,
J000294,Hakeem S. Jeffries,1,1,1,0,0,
L000566,Robert E. Latta,1,1,1,0,0,
M001184,Thomas Massie,1,1,1,0,0,
M001188,Grace Meng,1,1,1,0,0,
