bioguide,date,ftype,n_photo,n_confirmees,n_apparues,n_disparues
K000392,2021-08-02,O,72,66.0,6.0,10.0
K000392,2022-05-12,O,72,59.0,13.0,14.0
K000392,2023-08-11,O,73,67.0,6.0,9.0
K000392,2024-08-12,O,67,61.0,6.0,12.0
K000392,2025-08-13,O,69,55.0,14.0,12.0
K000394,2017-10-17,C,4,,,
K000394,2018-05-15,C,14,0.0,14.0,4.0
K000394,2019-05-15,H,13,8.0,5.0,6.0
K000394,2020-08-13,O,15,4.0,11.0,9.0
K000394,2021-08-07,O,14,4.0,10.0,11.0
K000394,2022-05-16,O,15,9.0,6.0,5.0
K000394,2023-07-10,O,39,11.0,28.0,4.0
K000394,2024-08-13,O,44,33.0,11.0,6.0
K000395,2020-05-05,O,2,,,
K000395,2021-07-19,O,1,0.0,1.0,2.0
K000395,2022-04-26,O,2,0.0,2.0,1.0
K000395,2023-02-13,T,1,0.0,1.0,2.0
K000396,2019-08-13,C,14,,,
K000396,2020-05-15,C,12,4.0,8.0,10.0
K000396,2021-08-16,H,12,12.0,0.0,0.0
K000396,2022-05-10,O,7,2.0,5.0,10.0
K000396,2023-01-28,T,6,6.0,0.0,1.0
K000397,2018-02-15,C,17,,,
K000397,2019-05-05,C,4,0.0,4.0,17.0
K000397,2020-05-20,C,17,0.0,17.0,4.0
K000397,2021-08-10,H,18,1.0,17.0,16.0
K000397,2022-08-13,O,18,1.0,17.0,17.0
K000397,2023-05-15,O,18,18.0,0.0,0.0
K000397,2024-05-15,C,2,0.0,2.0,18.0
K000397,2024-08-06,O,19,0.0,19.0,2.0
K000397,2025-07-17,O,19,14.0,5.0,5.0
K000398,2019-08-13,C,119,,,
K000398,2020-08-13,C,108,63.0,45.0,56.0
K000398,2021-11-11,C,132,60.0,72.0,48.0
K000398,2022-05-15,C,141,91.0,50.0,41.0
K000398,2023-08-13,H,144,91.0,53.0,47.0
K000398,2024-08-13,O,139,82.0,57.0,66.0
K000398,2025-08-13,O,128,70.0,58.0,72.0
K000399,2021-08-08,C,9,,,
K000399,2022-07-01,C,9,8.0,1.0,1.0
K000399,2023-08-13,H,9,8.0,1.0,1.0
K000399,2024-08-13,O,51,3.0,48.0,6.0
K000399,2025-08-13,O,10,8.0,2.0,43.0
K000400,2024-06-07,O,32,,,
K000400,2025-06-05,O,24,1.0,23.0,31.0
K000401,2022-08-12,C,1,,,
K000401,2023-08-04,H,1,1.0,0.0,0.0
K000401,2024-08-09,O,4,1.0,3.0,0.0
K000401,2025-08-12,O,4,4.0,0.0,0.0
K000402,2023-12-12,C,2,,,
K000402,2024-06-03,H,7,0.0,7.0,2.0
K000402,2025-05-14,O,8,4.0,4.0,3.0
K000402,2026-05-12,O,8,8.0,0.0,0.0
K000403,2024-03-29,C,19,,,
K000403,2025-08-12,H,30,15.0,15.0,5.0
K000405,2024-02-26,C,7,,,
K000405,2024-09-13,C,20,5.0,15.0,2.0
K000405,2025-08-13,H,33,11.0,22.0,10.0
L000263,2015-05-15,O,1,,,
L000263,2016-05-16,O,1,0.0,1.0,1.0
L000263,2017-05-11,O,1,1.0,0.0,0.0
L000263,2018-05-15,O,1,1.0,0.0,0.0
L000263,2019-04-07,T,1,1.0,0.0,0.0
L000266,2019-10-16,C,2,,,
L000266,2021-08-10,H,4,0.0,4.0,2.0
L000266,2022-01-07,C,4,4.0,0.0,0.0
L000266,2022-08-10,O,1,0.0,1.0,4.0
L000266,2023-07-20,O,1,0.0,1.0,1.0
L000266,2024-08-02,O,1,1.0,0.0,0.0
L000266,2025-05-02,T,1,1.0,0.0,0.0
L000273,2019-09-03,C,24,,,
L000273,2020-05-15,C,20,12.0,8.0,12.0
L000273,2021-08-13,H,22,0.0,22.0,19.0
L000273,2022-08-13,O,21,3.0,18.0,19.0
L000273,2023-05-15,O,20,3.0,17.0,18.0
L000273,2024-07-03,O,20,14.0,6.0,6.0
L000273,2025-08-12,O,31,20.0,11.0,0.0
L000287,2015-08-13,O,3,,,
L000287,2016-08-14,O,3,3.0,0.0,0.0
L000287,2017-08-14,O,3,3.0,0.0,0.0
L000287,2018-08-13,O,5,2.0,3.0,1.0
L000287,2019-08-13,O,6,5.0,1.0,0.0
L000397,2015-05-14,O,45,,,
L000397,2016-05-16,O,47,21.0,26.0,23.0
L000397,2017-05-15,O,43,14.0,29.0,34.0
L000397,2018-07-10,O,112,83.0,29.0,44.0
L000397,2019-06-14,O,95,84.0,11.0,38.0
L000397,2020-07-24,O,108,23.0,85.0,19.0
L000397,2021-08-04,O,38,29.0,9.0,79.0
L000397,2022-08-11,O,120,87.0,33.0,28.0
L000397,2023-08-10,O,122,41.0,81.0,14.0
L000397,2024-08-13,O,39,19.0,20.0,103.0
L000397,2025-05-09,O,36,22.0,14.0,17.0
L000480,2015-05-15,O,22,,,
L000480,2016-05-11,O,21,20.0,1.0,2.0
L000480,2017-05-05,O,20,18.0,2.0,3.0
L000480,2018-05-14,O,20,9.0,11.0,11.0
L000480,2019-05-15,O,20,20.0,0.0,0.0
L000480,2020-08-12,O,19,15.0,4.0,5.0
L000480,2021-01-29,T,20,17.0,3.0,2.0
L000491,2015-05-12,O,13,,,
L000491,2016-05-10,O,13,12.0,1.0,1.0
L000491,2017-05-02,O,13,13.0,0.0,0.0
L000491,2018-05-09,O,12,2.0,10.0,11.0
L000491,2019-05-15,O,12,12.0,0.0,0.0
L000491,2020-08-05,O,12,12.0,0.0,0.0
L000491,2021-07-30,O,12,12.0,0.0,0.0
L000491,2022-05-14,O,13,10.0,3.0,2.0
L000491,2023-07-26,O,13,13.0,0.0,0.0
L000491,2024-07-30,O,15,13.0,2.0,0.0
L000491,2025-07-14,O,17,15.0,2.0,0.0
L000551,2015-05-15,O,19,,,
L000551,2016-05-13,O,14,11.0,3.0,8.0
L000551,2017-05-08,O,16,13.0,3.0,1.0
L000551,2018-05-15,O,13,4.0,9.0,12.0
L000551,2019-05-14,O,7,7.0,0.0,6.0
L000551,2020-08-13,O,18,5.0,13.0,2.0
L000551,2021-08-12,O,44,16.0,28.0,2.0
L000551,2022-07-15,O,60,26.0,34.0,18.0
L000551,2023-05-15,O,54,49.0,5.0,11.0
L000551,2024-08-13,O,55,48.0,7.0,6.0
L000551,2025-05-05,T,57,54.0,3.0,1.0
L000551,2025-12-30,C,41,0.0,41.0,57.0
L000554,2015-08-04,O,75,,,
L000554,2016-05-25,O,78,68.0,10.0,7.0
L000554,2017-05-17,O,74,47.0,27.0,8.0
L000554,2018-05-07,O,67,51.0,16.0,21.0
L000554,2019-01-18,T,65,60.0,5.0,5.0
L000557,2016-05-16,O,54,,,
L000557,2020-08-13,O,17,2.0,15.0,67.0
L000557,2021-08-11,O,16,12.0,4.0,5.0
L000557,2022-05-16,O,16,14.0,2.0,2.0
L000557,2023-05-12,O,18,15.0,3.0,1.0
L000557,2024-06-11,O,21,14.0,7.0,4.0
L000557,2025-05-15,O,12,8.0,4.0,13.0
L000557,2026-05-14,O,19,5.0,14.0,7.0
L000559,2015-05-15,O,26,,,
L000559,2016-08-02,O,26,22.0,4.0,5.0
L000559,2017-05-15,O,23,20.0,3.0,4.0
L000559,2018-06-14,O,23,3.0,20.0,19.0
L000559,2019-08-13,O,28,25.0,3.0,10.0
L000559,2020-08-13,O,37,32.0,5.0,5.0
L000559,2021-08-13,O,30,18.0,12.0,24.0
L000559,2022-08-10,O,31,26.0,5.0,11.0
L000559,2023-04-26,T,30,23.0,7.0,9.0
L000560,2015-05-14,O,20,,,
L000560,2016-05-16,O,19,15.0,4.0,5.0
L000560,2017-05-09,O,20,15.0,5.0,4.0
L000560,2018-05-14,O,20,14.0,6.0,6.0
L000560,2019-05-17,O,20,14.0,6.0,6.0
L000560,2020-07-20,O,20,17.0,3.0,3.0
L000560,2021-07-30,O,44,10.0,34.0,18.0
L000560,2022-05-16,O,79,3.0,76.0,43.0
L000560,2023-07-07,O,72,35.0,37.0,55.0
L000560,2024-06-13,O,89,32.0,57.0,41.0
L000560,2025-07-14,O,78,56.0,22.0,36.0
L000560,2026-05-13,O,111,65.0,46.0,15.0
L000562,2015-05-15,O,19,,,
L000562,2016-05-16,O,19,19.0,0.0,0.0
L000562,2017-05-05,O,19,14.0,5.0,4.0
L000562,2018-05-14,O,19,4.0,15.0,15.0
L000562,2019-05-14,O,19,19.0,0.0,0.0
L000562,2020-08-06,O,19,18.0,1.0,1.0
L000562,2021-07-30,O,19,18.0,1.0,1.0
L000562,2022-05-13,O,17,14.0,3.0,6.0
L000562,2023-05-11,O,17,9.0,8.0,9.0
L000562,2024-05-10,O,16,15.0,1.0,1.0
L000562,2025-05-14,O,12,10.0,2.0,8.0
L000562,2026-05-15,O,13,7.0,6.0,5.0
L000563,2015-05-14,O,48,,,
L000563,2016-05-16,O,54,41.0,13.0,7.0
L000563,2017-05-15,O,55,39.0,16.0,15.0
L000563,2018-05-15,O,59,5.0,54.0,50.0
L000563,2019-05-17,O,58,40.0,18.0,19.0
L000563,2020-08-12,O,57,43.0,14.0,15.0
L000563,2021-02-03,T,54,46.0,8.0,11.0
L000564,2016-05-16,O,27,,,
L000564,2018-05-14,O,18,4.0,14.0,27.0
L000564,2019-05-08,O,28,1.0,27.0,19.0
L000564,2021-08-02,O,44,3.0,41.0,26.0
L000564,2023-05-10,O,41,3.0,38.0,42.0
L000564,2024-08-12,O,24,1.0,23.0,41.0
L000564,2025-02-11,T,19,1.0,18.0,23.0
L000565,2015-05-12,O,14,,,
L000565,2016-05-12,O,15,7.0,8.0,7.0
L000565,2017-05-19,O,14,5.0,9.0,10.0
L000565,2018-04-25,O,12,5.0,7.0,9.0
L000565,2019-05-09,O,11,3.0,8.0,9.0
L000565,2020-06-03,O,9,3.0,6.0,8.0
L000565,2021-01-28,T,11,6.0,5.0,3.0
L000566,2015-05-09,O,31,,,
L000566,2016-04-27,O,31,18.0,13.0,13.0
L000566,2017-04-25,O,34,30.0,4.0,1.0
L000566,2018-05-09,O,28,5.0,23.0,29.0
L000566,2019-05-01,O,34,27.0,7.0,1.0
L000566,2020-05-04,O,31,30.0,1.0,5.0
L000566,2021-07-13,O,32,30.0,2.0,1.0
L000566,2022-05-02,O,33,29.0,4.0,3.0
L000566,2023-04-24,O,44,32.0,12.0,1.0
L000566,2024-05-02,O,52,41.0,11.0,4.0
L000566,2025-05-03,O,39,35.0,4.0,17.0
L000566,2026-05-04,O,40,35.0,5.0,4.0
L000567,2015-08-10,O,64,,,
L000567,2016-07-13,O,60,28.0,32.0,38.0
L000567,2017-08-09,O,65,26.0,39.0,34.0
L000567,2018-05-11,O,67,14.0,53.0,51.0
L000567,2019-01-29,T,65,58.0,7.0,9.0
L000569,2015-05-12,O,7,,,
L000569,2016-04-26,O,8,2.0,6.0,5.0
L000569,2017-04-26,O,9,1.0,8.0,7.0
L000569,2018-05-07,O,7,1.0,6.0,8.0
L000569,2019-04-29,O,8,2.0,6.0,5.0
L000569,2020-09-08,O,8,1.0,7.0,7.0
L000569,2021-06-15,O,8,1.0,7.0,7.0
L000569,2022-04-27,O,7,0.0,7.0,8.0
L000569,2023-04-26,O,22,0.0,22.0,8.0
L000569,2024-04-30,O,31,1.0,30.0,21.0
L000569,2025-01-16,T,44,1.0,43.0,30.0
L000570,2015-05-15,O,5,,,
L000570,2016-05-16,O,5,5.0,0.0,0.0
L000570,2017-05-15,O,5,5.0,0.0,0.0
L000570,2018-05-14,O,5,2.0,3.0,3.0
L000570,2019-05-15,O,5,2.0,3.0,3.0
L000570,2020-08-10,O,5,4.0,1.0,1.0
L000571,2015-06-24,O,25,,,
L000571,2016-05-16,O,13,8.0,5.0,17.0
L000571,2017-03-31,T,14,6.0,8.0,7.0
L000573,2015-05-15,O,9,,,
L000573,2016-05-17,O,7,7.0,0.0,2.0
L000573,2017-05-15,O,8,7.0,1.0,0.0
L000573,2018-07-14,O,8,2.0,6.0,6.0
L000573,2019-01-27,T,8,8.0,0.0,0.0
L000578,2015-05-15,O,8,,,
L000578,2016-05-12,O,8,8.0,0.0,0.0
L000578,2017-05-12,O,8,8.0,0.0,0.0
L000578,2018-05-15,O,8,4.0,4.0,4.0
L000578,2019-05-15,O,8,8.0,0.0,0.0
L000578,2020-08-25,O,8,8.0,0.0,0.0
L000578,2021-08-13,O,8,8.0,0.0,0.0
L000578,2022-04-27,O,7,5.0,2.0,3.0
L000578,2023-05-12,O,7,7.0,0.0,0.0
L000578,2024-05-14,O,7,7.0,0.0,0.0
L000578,2025-05-14,O,7,7.0,0.0,0.0
L000579,2015-05-14,O,62,,,
L000579,2016-05-16,O,64,36.0,28.0,49.0
L000579,2017-05-15,O,70,33.0,37.0,42.0
L000579,2018-05-10,O,92,30.0,62.0,64.0
L000579,2019-05-14,O,110,56.0,54.0,52.0
L000579,2020-08-11,O,118,60.0,58.0,88.0
L000579,2021-06-21,O,103,52.0,51.0,86.0
L000579,2022-07-22,O,114,66.0,48.0,55.0
L000579,2023-04-19,T,112,69.0,43.0,45.0
L000580,2015-05-15,O,5,,,
L000580,2016-05-16,O,5,5.0,0.0,0.0
L000580,2017-05-14,O,5,5.0,0.0,0.0
L000580,2018-05-14,O,4,1.0,3.0,4.0
L000580,2019-03-04,T,2,2.0,0.0,2.0
L000581,2015-09-16,H,24,,,
L000581,2016-07-08,O,18,9.0,9.0,15.0
L000581,2017-06-14,O,18,17.0,1.0,2.0
L000581,2018-08-13,O,20,9.0,11.0,13.0
L000581,2019-09-12,O,20,20.0,0.0,6.0
L000581,2020-08-13,O,28,19.0,9.0,1.0
L000581,2021-09-08,O,28,26.0,2.0,2.0
L000581,2022-06-14,O,27,26.0,1.0,2.0
L000581,2023-02-09,T,27,27.0,0.0,0.0
L000581,2025-12-15,C,3,0.0,3.0,27.0
L000582,2014-03-05,C,23,,,
L000582,2015-07-06,H,37,13.0,24.0,10.0
L000582,2016-08-09,O,38,31.0,7.0,6.0
L000582,2017-08-05,O,38,37.0,1.0,1.0
L000582,2018-07-22,O,37,1.0,36.0,37.0
L000582,2019-08-13,O,37,34.0,3.0,3.0
L000582,2020-08-13,O,32,29.0,3.0,8.0
L000582,2021-08-03,O,32,30.0,2.0,2.0
L000582,2022-08-03,O,31,30.0,1.0,2.0
L000582,2023-08-01,O,32,30.0,2.0,1.0
L000582,2024-08-12,O,32,32.0,0.0,0.0
L000582,2025-08-05,O,26,24.0,2.0,8.0
L000583,2015-05-15,H,4,,,
L000583,2016-05-16,O,4,2.0,2.0,2.0
L000583,2017-05-18,O,4,4.0,0.0,0.0
L000583,2018-06-06,O,4,1.0,3.0,3.0
L000583,2019-05-16,O,3,1.0,2.0,3.0
L000583,2020-09-11,O,3,2.0,1.0,1.0
L000583,2021-08-13,O,3,2.0,1.0,1.0
L000583,2022-05-15,O,2,2.0,0.0,1.0
L000583,2023-05-12,O,2,2.0,0.0,0.0
L000583,2024-05-15,O,2,1.0,1.0,1.0
L000583,2025-05-14,O,2,2.0,0.0,0.0
L000583,2026-06-02,O,2,2.0,0.0,0.0
L000584,2014-05-14,C,4,,,
L000584,2015-05-14,H,16,2.0,14.0,2.0
L000584,2016-05-13,O,14,10.0,4.0,6.0
L000584,2017-05-12,O,15,11.0,4.0,3.0
L000584,2018-05-15,O,16,3.0,13.0,12.0
L000584,2019-02-03,T,15,15.0,0.0,1.0
L000585,2015-06-04,C,26,,,
L000585,2016-08-14,O,29,24.0,5.0,2.0
L000585,2017-08-04,O,25,23.0,2.0,6.0
L000585,2018-05-15,O,25,6.0,19.0,19.0
L000585,2019-05-15,O,26,2.0,24.0,23.0
L000585,2020-08-13,O,25,3.0,22.0,23.0
L000585,2021-08-12,O,29,15.0,14.0,10.0
L000585,2022-05-16,O,31,25.0,6.0,4.0
L000585,2023-05-15,O,29,23.0,6.0,8.0
L000585,2024-05-15,O,33,8.0,25.0,21.0
L000585,2025-05-15,O,28,20.0,8.0,13.0
L000585,2026-05-15,O,32,22.0,10.0,6.0
L000586,2016-05-16,C,14,,,
L000586,2017-05-15,H,33,7.0,26.0,7.0
L000586,2018-05-15,O,35,13.0,22.0,20.0
L000586,2019-07-08,O,34,32.0,2.0,3.0
L000586,2020-08-08,O,36,34.0,2.0,0.0
L000586,2021-08-11,O,41,20.0,21.0,16.0
L000586,2022-05-16,O,40,39.0,1.0,2.0
L000586,2026-03-11,T,37,36.0,1.0,4.0
L000587,2016-01-27,C,34,,,
L000587,2016-05-29,C,27,27.0,0.0,7.0
L000587,2017-05-12,H,24,15.0,9.0,12.0
L000587,2018-05-03,O,26,0.0,26.0,24.0
L000587,2019-01-10,T,27,14.0,13.0,12.0
L000588,2017-11-05,C,3,,,
L000588,2018-04-27,O,3,0.0,3.0,3.0
L000588,2019-05-09,O,2,1.0,1.0,2.0
L000588,2020-08-04,O,5,1.0,4.0,1.0
L000588,2021-07-22,O,3,1.0,2.0,4.0
L000588,2022-05-06,O,5,0.0,5.0,3.0
L000588,2023-01-20,T,5,5.0,0.0,0.0
L000589,2018-01-25,C,10,,,
L000589,2020-08-12,O,35,1.0,34.0,9.0
L000589,2021-08-10,O,26,20.0,6.0,15.0
L000589,2022-08-10,O,13,4.0,9.0,22.0
L000589,2023-06-13,O,15,5.0,10.0,9.0
L000589,2024-05-16,O,15,10.0,5.0,5.0
L000589,2025-01-31,T,14,12.0,2.0,3.0
L000590,2015-09-25,C,493,,,
L000590,2016-05-13,C,376,251.0,125.0,242.0
L000590,2018-01-30,C,277,149.0,128.0,227.0
L000590,2018-04-30,C,314,196.0,118.0,81.0
L000590,2019-05-06,H,322,179.0,143.0,156.0
L000590,2020-08-13,O,285,174.0,111.0,216.0
L000590,2021-08-13,O,278,189.0,89.0,153.0
L000590,2022-08-13,O,230,160.0,70.0,113.0
L000590,2023-08-11,O,143,79.0,64.0,100.0
L000590,2023-12-13,C,144,7.0,137.0,135.0
L000590,2024-05-15,C,178,129.0,49.0,16.0
L000590,2024-08-09,O,104,5.0,99.0,173.0
L000590,2025-08-12,O,15,9.0,6.0,90.0
L000591,2018-01-30,C,12,,,
L000591,2019-05-06,H,12,8.0,4.0,4.0
L000591,2020-08-11,O,13,12.0,1.0,0.0
L000591,2021-08-09,O,11,10.0,1.0,5.0
L000591,2022-05-16,O,12,9.0,3.0,2.0
L000591,2023-02-02,T,12,12.0,0.0,0.0
L000591,2026-02-10,C,49,7.0,42.0,5.0
L000591,2026-05-15,C,49,42.0,7.0,7.0
L000592,2018-01-26,C,28,,,
L000592,2018-05-15,C,30,1.0,29.0,27.0
L000592,2019-05-15,H,33,12.0,21.0,18.0
L000592,2020-08-13,O,32,21.0,11.0,12.0
L000592,2021-08-13,O,27,15.0,12.0,17.0
L000592,2022-05-16,O,51,13.0,38.0,14.0
L000592,2023-04-28,T,61,40.0,21.0,11.0
L000593,2017-04-30,C,20,,,
L000593,2018-05-09,C,20,1.0,19.0,19.0
L000593,2019-05-05,H,16,7.0,9.0,13.0
L000593,2020-06-13,O,14,9.0,5.0,7.0
L000593,2021-06-01,O,18,2.0,16.0,12.0
L000593,2022-04-21,O,17,15.0,2.0,3.0
L000593,2023-05-08,O,17,16.0,1.0,1.0
L000593,2024-05-07,O,17,16.0,1.0,1.0
L000593,2025-05-05,O,18,16.0,2.0,1.0
L000593,2026-04-16,O,19,11.0,8.0,7.0
L000595,2020-05-14,C,35,,,
L000595,2021-08-11,C+H,42,4.0,38.0,31.0
L000595,2022-07-28,O,29,5.0,24.0,37.0
L000595,2023-06-19,O,31,22.0,9.0,7.0
L000595,2024-07-31,O,32,26.0,6.0,5.0
L000595,2025-08-13,O,101,71.0,30.0,51.0
L000597,2022-07-18,C,43,,,
L000597,2023-08-11,H,48,35.0,13.0,9.0
L000597,2024-08-12,O,56,36.0,20.0,12.0
L000597,2025-08-12,O,54,39.0,15.0,18.0
L000598,2022-07-19,C,7,,,
L000598,2023-08-11,H,10,2.0,8.0,5.0
L000598,2024-08-09,O,11,8.0,3.0,2.0
L000598,2025-07-29,O,10,9.0,1.0,2.0
L000599,2022-07-15,C,8,,,
L000599,2023-08-12,H,12,0.0,12.0,8.0
L000599,2024-08-06,O,13,8.0,5.0,4.0
L000599,2025-08-12,O,14,8.0,6.0,5.0
L000600,2022-07-06,C,9,,,
L000600,2023-05-14,H,12,9.0,3.0,0.0
L000600,2024-05-15,O,12,9.0,3.0,3.0
L000600,2025-05-15,O,11,11.0,0.0,1.0
L000600,2026-05-15,O,11,11.0,0.0,0.0
L000601,2022-04-05,C,20,,,
L000601,2023-08-13,H,54,13.0,41.0,23.0
L000601,2024-08-14,O,59,41.0,18.0,15.0
L000601,2025-05-13,O,62,25.0,37.0,5.0
L000601,2026-04-20,O,62,26.0,36.0,36.0
L000603,2021-08-24,C,17,,,
L000603,2022-08-12,C,49,10.0,39.0,7.0
L000603,2023-08-10,H,47,7.0,40.0,42.0
L000603,2024-08-12,O,53,39.0,14.0,8.0
L000603,2025-08-12,O,89,53.0,36.0,0.0
L000604,2024-05-12,C,1,,,
L000604,2025-02-03,T,1,1.0,0.0,0.0
L000607,2024-01-29,C,44,,,
L000607,2024-05-15,C,44,42.0,2.0,2.0
L000607,2025-05-09,H,46,14.0,32.0,30.0
L000607,2026-06-08,O,48,34.0,14.0,12.0
M000087,2015-05-15,O,21,,,
M000087,2016-05-16,O,20,15.0,5.0,19.0
M000087,2017-05-15,O,49,19.0,30.0,23.0
M000087,2018-05-15,O,68,26.0,42.0,56.0
M000087,2019-05-15,O,57,39.0,18.0,48.0
M000087,2020-08-13,O,51,39.0,12.0,24.0
M000087,2021-08-12,O,45,43.0,2.0,8.0
M000087,2022-05-10,O,42,24.0,18.0,26.0
M000087,2023-02-01,T,45,42.0,3.0,1.0
M000194,2019-08-23,C,15,,,
M000194,2020-05-15,C,13,8.0,5.0,7.0
M000194,2021-08-13,H,12,10.0,2.0,3.0
M000194,2022-05-16,O,13,5.0,8.0,7.0
M000194,2023-05-12,O,12,11.0,1.0,2.0
M000194,2024-08-13,O,16,4.0,12.0,8.0
M000194,2025-08-13,O,11,5.0,6.0,11.0
M000312,2015-05-15,O,10,,,
M000312,2016-05-16,O,10,8.0,2.0,2.0
M000312,2017-05-11,O,10,7.0,3.0,0.0
M000312,2018-05-15,O,10,7.0,3.0,3.0
M000312,2019-05-15,O,6,6.0,0.0,4.0
M000312,2020-08-13,O,6,6.0,0.0,0.0
M000312,2021-08-06,O,6,6.0,0.0,0.0
M000312,2022-05-16,O,5,4.0,1.0,2.0
M000312,2023-05-11,O,5,5.0,0.0,0.0
M000312,2024-05-15,O,4,4.0,0.0,1.0
M000312,2025-08-06,O,4,4.0,0.0,0.0
M000312,2026-05-12,O,4,4.0,0.0,0.0
M000317,2019-05-14,C,25,,,
M000317,2020-05-14,C,29,12.0,17.0,13.0
M000317,2021-08-12,H,39,13.0,26.0,16.0
M000317,2022-08-12,O,39,32.0,7.0,7.0
M000317,2023-08-11,O,37,25.0,12.0,16.0
M000317,2024-08-10,O,43,30.0,13.0,9.0
M000317,2025-08-07,O,48,25.0,23.0,20.0
M000404,2016-05-16,C,20,,,
M000404,2017-01-30,T,23,0.0,23.0,23.0
M000687,2020-04-21,C,6,,,
M000687,2020-07-27,C,6,6.0,0.0,0.0
M000687,2021-08-13,H,6,5.0,1.0,1.0
M000687,2022-05-15,O,6,0.0,6.0,6.0
M000687,2023-08-13,O,7,4.0,3.0,2.0
M000687,2024-08-13,O,3,1.0,2.0,6.0
M000687,2025-08-13,O,4,0.0,4.0,3.0
M000689,2015-05-15,O,14,,,
M000689,2016-05-16,O,14,14.0,0.0,0.0
M000689,2017-02-01,T,12,8.0,4.0,6.0
M000871,2019-10-08,C,34,,,
M000871,2020-04-28,C,30,23.0,7.0,11.0
M000871,2021-07-30,H,34,20.0,14.0,10.0
M000871,2022-08-02,O,40,13.0,27.0,21.0
M000871,2023-07-31,O,35,20.0,15.0,21.0
M000871,2024-08-03,O,36,26.0,10.0,10.0
M000871,2025-08-01,O,27,15.0,12.0,21.0
M001135,2018-03-30,C,326,,,
M001135,2018-08-13,C,332,251.0,81.0,75.0
M001135,2020-02-02,C,333,165.0,168.0,167.0
M001135,2020-05-11,C,286,214.0,72.0,119.0
M001135,2021-08-11,H,196,119.0,77.0,159.0
M001135,2022-08-12,O,197,123.0,74.0,130.0
M001135,2023-08-02,O,187,101.0,86.0,103.0
M001135,2024-07-29,O,200,125.0,75.0,65.0
M001135,2025-04-21,T,198,148.0,50.0,55.0
M001136,2020-03-06,C,24,,,
M001136,2020-05-11,C,24,24.0,0.0,0.0
M001136,2021-08-13,H,24,17.0,7.0,7.0
M001136,2022-08-12,O,18,8.0,10.0,16.0
M001136,2023-08-10,O,15,4.0,11.0,14.0
M001136,2024-08-13,O,13,4.0,9.0,16.0
M001136,2025-08-13,O,68,42.0,26.0,296.0
M001143,2015-05-14,O,11,,,
M001143,2016-05-13,O,11,11.0,0.0,0.0
M001143,2017-05-15,O,11,11.0,0.0,0.0
M001143,2018-05-14,O,12,2.0,10.0,9.0
M001143,2019-05-15,O,5,5.0,0.0,7.0
M001143,2020-07-29,O,5,5.0,0.0,0.0
M001143,2021-07-30,O,5,5.0,0.0,0.0
M001143,2022-05-02,O,4,4.0,0.0,1.0
M001143,2023-05-01,O,4,4.0,0.0,0.0
M001144,2015-05-15,O,12,,,
M001144,2016-05-16,O,12,10.0,2.0,2.0
M001144,2017-01-06,T,12,10.0,2.0,2.0
M001144,2017-10-10,C,53,0.0,53.0,12.0
M001144,2018-05-20,C,42,11.0,31.0,42.0
M001144,2024-06-14,C,108,1.0,107.0,41.0
M001150,2015-04-24,O,20,,,
M001150,2016-03-01,O,10,7.0,3.0,12.0
M001150,2017-01-01,T,10,7.0,3.0,3.0
M001151,2015-05-06,O,27,,,
M001151,2016-07-11,O,50,1.0,49.0,26.0
M001151,2017-08-11,O,45,11.0,34.0,39.0
M001151,2017-11-21,T,56,19.0,37.0,26.0
M001151,2024-05-26,C,2,0.0,2.0,56.0
M001156,2015-05-14,O,16,,,
M001156,2016-05-13,O,16,8.0,8.0,8.0
M001156,2017-05-12,O,15,13.0,2.0,3.0
M001156,2018-05-15,O,17,8.0,9.0,7.0
M001156,2019-05-15,O,16,14.0,2.0,3.0
M001156,2020-08-10,O,15,14.0,1.0,2.0
M001156,2021-07-23,O,16,12.0,4.0,3.0
M001156,2022-05-16,O,14,13.0,1.0,3.0
M001156,2023-05-15,O,13,12.0,1.0,2.0
M001156,2024-05-15,O,11,8.0,3.0,5.0
M001156,2025-01-31,T,12,10.0,2.0,1.0
M001159,2015-05-15,O,21,,,
M001159,2016-05-13,O,24,17.0,7.0,4.0
M001159,2017-05-15,O,26,24.0,2.0,0.0
M001159,2018-05-15,O,24,2.0,22.0,24.0
M001160,2015-05-08,O,1,,,
M001160,2016-05-06,O,1,0.0,1.0,1.0
M001160,2017-05-05,O,1,0.0,1.0,1.0
M001160,2019-06-13,O,2,0.0,2.0,1.0
M001160,2020-08-07,O,1,0.0,1.0,2.0
M001160,2021-05-06,O,1,1.0,0.0,0.0
M001160,2023-05-11,O,1,1.0,0.0,0.0
M001160,2024-05-31,O,1,1.0,0.0,0.0
M001160,2025-05-13,O,1,1.0,0.0,0.0
M001160,2026-05-12,O,1,1.0,0.0,0.0
M001163,2015-05-15,O,20,,,
M001163,2016-05-13,O,20,19.0,1.0,1.0
M001163,2017-05-09,O,20,18.0,2.0,2.0
M001163,2018-05-15,O,18,1.0,17.0,19.0
M001163,2019-05-09,O,15,14.0,1.0,4.0
M001163,2020-07-27,O,15,14.0,1.0,1.0
M001165,2015-05-14,O,9,,,
M001165,2016-05-12,O,9,9.0,0.0,0.0
M001165,2017-05-15,O,7,6.0,1.0,3.0
M001165,2018-05-09,O,7,1.0,6.0,6.0
M001165,2019-05-11,O,7,7.0,0.0,0.0
