doc_id,provenance,filing_type,annee_index,bioguide,declarant_name,state_district,transaction_date,transaction_date_brute,disclosure_date,ticker,asset_description,asset_code,operation_type,owner,amount_range,amount_lo,amount_hi,amount_mid,amount_mid_conventionnel,amount_reconstruit,amount_exact,cle_naturelle,occurrence_index,n_docs_vus,source,sens,echo_ptr
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-12-11,12/11/2014,2015-01-27,NOV,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|12/11/2014|NOV|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-03-20,03/20/2014,2015-01-27,NLSN,B.J. Keil Trust ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|03/20/2014|NLSN|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-06-30,06/30/2014,2015-01-27,NKE,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C000071|06/30/2014|NKE|P|$15,001 - $50,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-11-20,11/20/2014,2015-01-27,PANW,B.J. Keil Trust ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|11/20/2014|PANW|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-03-04,03/4/2014,2015-01-27,PRGO,B.J. Keil Trust ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|03/4/2014|PRGO|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-12-30,12/30/2014,2015-01-27,PFE,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|12/30/2014|PFE|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-12-18,12/18/2014,2015-01-27,TRGP,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|12/18/2014|TRGP|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-17,01/17/2014,2015-01-27,HAIN,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/17/2014|HAIN|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-09-17,09/17/2014,2015-01-27,TWTR,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|09/17/2014|TWTR|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-15,10/15/2014,2015-01-27,UA,B.J. Keil Trust ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/15/2014|UA|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-27,02/27/2014,2015-01-27,UNP,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|02/27/2014|UNP|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-12-30,12/30/2014,2015-01-27,VUG,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|12/30/2014|VUG|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-24,02/24/2014,2015-01-27,VTV,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|02/24/2014|VTV|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-12,02/12/2014,2015-01-27,VOD,B.J. Keil Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|02/12/2014|VOD|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-28,04/28/2014,2015-01-27,CERN,Cerner Corporation  DC,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/28/2014|CERN|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-05,02/5/2014,2015-01-27,CAG,"ConAgra Foods, Inc.  SP",,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|02/5/2014|CAG|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-28,04/28/2014,2015-01-27,CVS,CVS Health Corporation  SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/28/2014|CVS|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-09-12,09/12/2014,2015-01-27,DOW,Dow Chemical Company,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|09/12/2014|DOW|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-11-24,11/24/2014,2015-01-27,DOW,Dow Chemical Company,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|11/24/2014|DOW|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-02,04/2/2014,2015-01-27,GOOG,Google Inc. - Class C Capital Stock  DC,,Exchange,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/2/2014|GOOG|E|$1,001 - $15,000|SELF",0,1,site,E,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,SHY,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|SHY|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,TLT,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|TLT|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,IEF,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|IEF|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-07-01,07/1/2014,2015-01-27,IEF,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|07/1/2014|IEF|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,IEF,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|IEF|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-01,10/1/2014,2015-01-27,MBB,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/1/2014|MBB|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,MBB,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|MBB|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,IJJ,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|IJJ|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,TIP,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|TIP|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-01,10/1/2014,2015-01-27,XLP,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/1/2014|XLP|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,XLP,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|XLP|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,XLE,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|XLE|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,XLF,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|XLF|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,XLF,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|XLF|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,XLV,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|XLV|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,XLV,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|XLV|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,XLK,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|XLK|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,XLK,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|XLK|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-07-01,07/1/2014,2015-01-27,VEA,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|07/1/2014|VEA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-01,10/1/2014,2015-01-27,VEA,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/1/2014|VEA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,VEA,IRA - Dave ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|VEA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,VCIT,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|VCIT|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-07-01,07/1/2014,2015-01-27,VCIT,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|07/1/2014|VCIT|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,VNQ,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|VNQ|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,VNQ,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|VNQ|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,VCSH,IRA - Dave ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|VCSH|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,VCSH,IRA - Nancy ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|VCSH|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,IJS,IRA - Nancy ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|IJS|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-01,10/1/2014,2015-01-27,TIP,IRA - Nancy ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/1/2014|TIP|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-01-02,01/2/2014,2015-01-27,JNK,IRA - Nancy ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|01/2/2014|JNK|S|$1,001 - $15,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-01,04/1/2014,2015-01-27,XLP,IRA - Nancy ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/1/2014|XLP|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-03,02/3/2014,2015-01-27,VCSH,John Deere Cap Corp. 1.6% corporate bond SP,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C000071|02/3/2014|VCSH|S|$15,001 - $50,000|SELF",0,1,site,S,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-04-09,04/9/2014,2015-01-27,APA,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|04/9/2014|APA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-06-05,06/5/2014,2015-01-27,AAPL,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C000071|06/5/2014|AAPL|P|$15,001 - $50,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-05-22,05/22/2014,2015-01-27,BMY,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|05/22/2014|BMY|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-06-25,06/25/2014,2015-01-27,CVS,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|06/25/2014|CVS|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-06-25,06/25/2014,2015-01-27,IBM,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|06/25/2014|IBM|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-09-15,09/15/2014,2015-01-27,JAH,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C000071|09/15/2014|JAH|P|$15,001 - $50,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-12-11,12/11/2014,2015-01-27,MOS,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|12/11/2014|MOS|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-10-31,10/31/2014,2015-01-27,NKE,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|10/31/2014|NKE|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-02-27,02/27/2014,2015-01-27,UA,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|02/27/2014|UA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-06-25,06/25/2014,2015-01-27,VOD,Keil Decd IRA ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|06/25/2014|VOD|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-09-26,09/26/2014,2015-01-27,ABT,Keil Generation Trust ⇒ SP,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C000071|09/26/2014|ABT|P|$1,001 - $15,000|SELF",0,1,site,P,False
10004735,fd_T,T,2015,C000071,Dave Camp,MI04,2014-09-30,09/30/2014,2015-01-27,FISV,Keil Generation Trust ⇒ SP,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C000071|09/30/2014|FISV|P|$15,001 - $50,000|SELF",0,1,site,P,False
