doc_id,filing_type,asset_description,ticker,ticker_source,owner,value_range,value_lo,value_hi,bioguide,filing_date,annee_index
8213983,C,"Centerpoint Resources, Midland, Texas",,aucun,JT,"$100,001 - $250,000",100001.0,250000.0,,2014-01-31,2014
8213983,C,"Centerpoint Resources, Midland, Texas",,aucun,SELF,"$250,001 - $500,000",250001.0,500000.0,,2014-01-31,2014
8213983,C,"Los Lunas, New Mexico Sun Ranch Development",,aucun,SELF,"$250,001 - $500,000",250001.0,500000.0,,2014-01-31,2014
8213983,C,"Meadow Lake Partnership, Los Lunas, New Mexico",,aucun,SELF,,,,,2014-01-31,2014
8213983,C,"Los Lunas, New Mexico Land & Livestock",,aucun,SELF,"$1,000,001 - $5,000,000",1000001.0,5000000.0,,2014-01-31,2014
8213983,C,Bonito Land & Livestock,,aucun,SELF,,,,,2014-01-31,2014
8213983,C,"Centerfire Inns, LLC, Springerville, AZ",,aucun,SELF,"$1,000,001 - $5,000,000",1000001.0,5000000.0,,2014-01-31,2014
8213983,C,"Ranching/Real Estate, Los Lunas, New Mexico",,aucun,SELF,,,,,2014-01-31,2014
8213983,C,"Emil Kiehne & Sons, Inc",,aucun,SELF,"$1,000,001 - $5,000,000",1000001.0,5000000.0,,2014-01-31,2014
8213983,C,"Apache County, AZ Oil and Gas Leases",,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,,2014-01-31,2014
8213983,C,"Lea County, NM Oil and Gas Leases",,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-31,2014
8213983,C,"Eddy County, NM Oil and Gas Leases",,aucun,SELF,"$250,001 - $500,000",250001.0,500000.0,,2014-01-31,2014
8213983,C,"Ward County, TX Oil and Gas Leases",,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,,2014-01-31,2014
8213983,C,"Howard County, TX Oil and Gas Leases",,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-31,2014
8213983,C,"Crane County, TX Oil and Gas Leases",,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-31,2014
8213983,C,"Jones County, TX Oil and Gas Leases",,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-31,2014
8213983,C,"Schackelford County, TX Oil and Gas Leases",,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-31,2014
8213983,C,"Glasscock County, TX Oil and Gas Leases",,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-31,2014
8213984,C,Plumb Power,,aucun,SELF,None,0.0,0.0,,2014-01-29,2014
8213984,C,Harris & Harris,,aucun,SELF,"$1 - $1,000",1.0,1000.0,,2014-01-29,2014
8213984,C,Freeport McMoRan Copper,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Alliance Bernstein,,aucun,JT,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Nokia,,aucun,SP,Indefinite,,,,2014-01-29,2014
8213984,C,Schwab AAV Cash Reserve,,aucun,SP,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,Stanley Black & Decker,SWK,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,JP Morgan Chase,JPM,corpus,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,International Business Machines,IBM,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Home Depot,HD,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,General Electric,GE,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Exxon Mobil,XOM,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,TD Ameritrade,AMTD,corpus,SELF,"$100,001 - $250,000",100001.0,250000.0,,2014-01-29,2014
8213984,C,SE Aspen Corp,,aucun,SELF,"$1 - $1,000",1.0,1000.0,,2014-01-29,2014
8213984,C,Templeton Partners,,aucun,SELF,"$1 - $1,000",1.0,1000.0,,2014-01-29,2014
8213984,C,Republic Law Corp,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Assured Guaranty Ltd,AGO,corpus,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,ArcelorMittal CLA,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Mainstreet,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,Bank of America Acct.,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Sprott Global Acct.,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,Everbank Acct.,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,RBC CAP Markets,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,,2014-01-29,2014
8213984,C,Charles Schwab,SCHW,corpus,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Mainstreet Capital,,aucun,SELF,"$1 - $1,000",1.0,1000.0,,2014-01-29,2014
8213984,C,Manning & Napier World,,aucun,SELF,"$1 - $1,000",1.0,1000.0,,2014-01-29,2014
8213984,C,Mainstreet Capital,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,MFA Financial,MFA,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Coeur Mining,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,American Capital,ACAS,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Coach,COH,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Commerce,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213984,C,Cliffs Natural Resources,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Covington Asset,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Pair Financial Trust,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,ProShares Ultra MidCap,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,ProShares UltraTech,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Morgan Stanley,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,JP Morgan Chase,JPM,corpus,SELF,"$15,001 - $50,000",15001.0,50000.0,,2014-01-29,2014
8213984,C,Intel Corp,INTC,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,,2014-01-29,2014
8213985,C,Ohio Commerce Bank CD,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Ohio Commerce Bank Employee Retirement,,aucun,SELF,"$5,000,001 - $25,000,000",5000001.0,25000000.0,M001211,2014-01-30,2014
8213985,C,Phoenix Closures 401k,,aucun,SELF,"$5,000,001 - $25,000,000",5000001.0,25000000.0,M001211,2014-01-30,2014
8213985,C,Ohio Northern Trust Chk,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,BMO Harris Bank CD,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,BMO Harris Bank Chk,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Williams Cos Inc,,aucun,SP,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,Du Pont,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,UBS Dep Acct,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,TD Ameritrade Cash,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,SPDR Tr S&P 500,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Richards Packaging,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Powershares QQQ,QQQ,corpus,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Home Depot Inc,HD,corpus,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,FR Interest Bank Sys,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Five Star Quality Care,,aucun,SP,"$1 - $1,000",1.0,1000.0,M001211,2014-01-30,2014
8213985,C,Commonwealth REIT.com,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,TD Ameritrade Cash,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,FR Interest Bank Sys,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Dow Chemical,DOW,corpus,JT,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Covidien PLC,COV,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Commonwealth REIT,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Associates First Cap,,aucun,SELF,"$1 - $1,000",1.0,1000.0,M001211,2014-01-30,2014
8213985,C,ADT Corp,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,RBB FD Inc Robeco,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Wisdom Tree Intl,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,First Intrst Bancs,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,TE Connectivity Ltd,TEL,corpus,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Siemens AG ADR,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,Senior Housing Ptr RA,,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,Scin Ivan Basin Realty,,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,Pentair Ltd,PNR,corpus,SELF,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,JPMorgan Chase Alerian MLP Index,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,iShares US Pref Stock,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Northern Tr MonMkt,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,VBS Global Alliance,,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,Nationwide Global Eq A,,aucun,SELF,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,iJPX Energytec c/o UBS,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Microsoft Corp,MSFT,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Mallinkrodt PLC,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Jones Lang LaSalle,JLL,corpus,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,Five Star Quality Care,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Frankly Temp Frontier,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Vanguard Index Tr,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Wells Fargo,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Universal Health,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Wood Cty WVA Com Rev,,aucun,SP,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Ohio Cty WVA Com Dev,,aucun,SP,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Cherleston WVA Wtrwrks,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Cy Com Marion Cy WVA,,aucun,SP,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,WVA St Hosp Fin Auth Lease,,aucun,SP,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,WVA Cic Dev Auth,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Monongalia WVA Bldg Com,,aucun,SP,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,WVA St Hosp Fin Auth,,aucun,SP,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Ford Motor,F,corpus,SP,"$1 - $1,000",1.0,1000.0,M001211,2014-01-30,2014
8213985,C,Five Star Qual Care,,aucun,SELF,"$1 - $1,000",1.0,1000.0,M001211,2014-01-30,2014
8213985,C,Treas Fund Cap Res,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Barclays Capital,,aucun,SELF,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Wells Fargo Dep Swp,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Frankl Templ Frontier,,aucun,SELF,"$15,001 - $50,000",15001.0,50000.0,M001211,2014-01-30,2014
8213985,C,Analog Devices,ADI,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Air Products,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,AFLAC Inc,AFL,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Wells Fargo Deposit Swp,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Washington Cy Ohio Hlthcare Fac Rev,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Washington Cy Ohio Hlthcare Fac Rev,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Princeton WVA Hosp Rev Bonds,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Princeton Hosp Rev Impt,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Jackson Cy WVA Hosp Rev Impt,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Jackson Cy WVA Hosp Rev Impt,,aucun,SP,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Senior Housing Prop Trust,,aucun,SP,"$100,001 - $250,000",100001.0,250000.0,M001211,2014-01-30,2014
8213985,C,Commwlth Bsit Com Sh Ben Int,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Pleasants Cy WVA Pollut Contr Rev,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Harrison Cy WVA Com Solid,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,General Mills,GIS,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Factset Research,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Exxon Mobil,XOM,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Emerson Electric,EMR,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Eaton Vance,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Conoco Phillips,COP,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Colgate-Palmolive,CL,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Clorox Comp,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Chubb Corp,CB,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Chevron Corp,CVX,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Becton Dickinson,BDX,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Baxter Intl,BAX,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,ADP,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,AT&T Inc,T,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Nordstrom Inc,JWN,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Nextera Energy,NEE,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Microsoft Corp,MSFT,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Medtronic Inc,MDT,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,McDonalds Corp,MCD,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Lowes Cos,LOW,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Kellogg Co,K,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Johnson & Johnson,JNJ,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,3M Smvcker,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,IBM,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,ITW Inc,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Harris Corp,HRS,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Grainger WW Inc,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,General Dynamics,GD,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,The Southern Co,SO,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Target Corp,TGT,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Sysco Corp,SYY,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Sigma Aldrich,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,SCANA Corp,SCG,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Proctor & Gamble Co,PG,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Praxair Inc,PX,corpus,SELF,"$1 - $1,000",1.0,1000.0,M001211,2014-01-30,2014
8213985,C,Polaris Inds Inc,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Phillips 66,PSX,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Pepsico Inc,PEP,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Paychex Inc,PAYX,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Novartis AG,NVS,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Northeast Utilities,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Norfolk Southern,NSC,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,Aon Corp,,aucun,SELF,None,0.0,0.0,M001211,2014-01-30,2014
8213985,C,Aon PLC,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,Americas Partners,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,Chesapeake Energy,CHK,corpus,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,TD Ameritrade Dep Acct,,aucun,SELF,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
8213985,C,TD Ameritrade Cash,,aucun,SELF,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,ER Interest Bancsystem,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,CSX Corp,,aucun,SP,"$1,001 - $15,000",1001.0,15000.0,M001211,2014-01-30,2014
8213985,C,TD Ameritrade Dep Acct,,aucun,SP,"$50,001 - $100,000",50001.0,100000.0,M001211,2014-01-30,2014
